id,timestamp,total_amount,uuid,payment_method,customer_name,notes,cashier
73,2022-08-03T12:39:48.171307,291.98,e50da09f-089a-4dc5-96d2-10f0421bdf7b,UPI,Walk-in Guest 63,,Manager Admin
74,2022-08-04T19:40:06.171307,2132.75,8f13cc08-8de3-4551-96d3-c81b3576ce5d,Cash,Walk-in Guest 25,,Manager Admin
75,2022-08-04T17:30:06.171307,1010.36,cb018283-8939-4671-82aa-88c19490cabc,UPI,Counter Customer,,Manager Admin
76,2022-08-04T11:16:27.171307,1569.34,113ed638-06ab-4312-ad09-dd77bd5469dd,Card,Counter Customer,,Manager Admin
77,2022-08-04T09:02:46.171307,88826.09,042a85ba-2b09-46b3-83d6-8eec87fbede4,Cash,Walk-in Guest 42,,Manager Admin
78,2022-08-04T12:24:30.171307,256.1,68d468c6-4370-43d1-88ab-69282f4b3525,Cash,Counter Customer,,Manager Admin
79,2022-08-04T09:51:40.171307,330.95,048049b1-bc25-49fb-bf80-e9cf71785b7a,Cash,Counter Customer,,Manager Admin
80,2022-08-04T12:20:34.171307,757.24,26100561-9e35-41ea-bf38-d33386984136,Cash,Counter Customer,,Manager Admin
81,2022-08-04T19:58:20.171307,24875.37,9aaa15a3-d738-4a95-8e14-1044f208a9d1,Cash,Walk-in Guest 47,Standard counter checkout,Manager Admin
82,2022-08-04T18:00:16.171307,1243.03,0b144a88-7b11-49f9-a8df-8cd53ce4a105,Cash,Counter Customer,,Manager Admin
83,2022-08-05T14:04:43.171307,2285.08,9f2b3629-fdc0-45f2-95eb-b5083618e9c5,Cash,Counter Customer,,Manager Admin
84,2022-08-05T13:02:05.171307,36935.58,e88152ba-9b2a-4e92-9070-a6714906ade1,Cash,Counter Customer,,Manager Admin
85,2022-08-05T17:56:50.171307,974.87,806ad0e6-3b43-4ec9-91d6-46ef16a168da,UPI,Counter Customer,Standard counter checkout,Manager Admin
86,2022-08-05T12:01:51.171307,1578.64,a93e0dbe-692f-4c54-a940-1d34a9efebf2,Card,Walk-in Guest 26,,Manager Admin
87,2022-08-05T16:02:25.171307,1829.95,1c0bd8c3-71dc-4fab-bd2a-099108e8f53a,Card,Counter Customer,Standard counter checkout,Manager Admin
88,2022-08-05T15:32:52.171307,25068.56,6c7c4f59-2d7c-4d61-b259-e391eef6e42b,UPI,Walk-in Guest 69,,Manager Admin
89,2022-08-05T18:32:27.171307,50327.43,0aa2487b-8500-4f0b-9abe-810127c118d2,Cash,Counter Customer,,Manager Admin
90,2022-08-05T12:20:14.171307,175.79,dffddd7b-30d4-44bb-9a81-fceaf2e4cddf,UPI,Walk-in Guest 53,,Manager Admin
91,2022-08-05T13:43:21.171307,732.18,f93d24f7-cb53-434d-be31-f35e090c1f62,Cash,Counter Customer,,Manager Admin
92,2022-08-05T12:47:17.171307,400.01,975ce3be-a2c6-41bc-a7ba-dbe41d2929d2,Cash,Counter Customer,,Manager Admin
93,2022-08-05T15:02:14.171307,79712.67,da1420cd-4c0c-4ce1-85b3-197844e021bb,UPI,Counter Customer,,Manager Admin
94,2022-08-06T09:35:30.171307,75850.16,4b083f28-54a3-4c59-8b4e-c55824dc8741,Cash,Counter Customer,,Manager Admin
95,2022-08-06T20:07:10.171307,22382.23,cd97138f-3a79-4173-8b26-01667a1433ec,UPI,Walk-in Guest 65,,Manager Admin
96,2022-08-06T21:42:07.171307,1101.84,d65e95e1-c386-479a-a1a8-7ffe6c0a7d69,UPI,Counter Customer,,Manager Admin
97,2022-08-06T18:20:47.171307,1845.4,46f86cd5-cdab-46d8-81ee-bda65e00f0b8,Cash,Counter Customer,,Manager Admin
98,2022-08-06T21:27:27.171307,1776.4,dc753815-5668-4251-9aa7-5eb537e3d6ec,Cash,Counter Customer,,Manager Admin
99,2022-08-06T11:22:05.171307,36012.34,657824fb-0596-4945-b507-e7e0ee152af1,UPI,Walk-in Guest 94,,Manager Admin
100,2022-08-06T20:56:33.171307,33853.74,4d949b47-033f-4447-bdd4-2fb817452eb4,Cash,Counter Customer,,Manager Admin
101,2022-08-06T12:49:45.171307,23209.36,f279737f-5129-4fb8-a727-a203c123b06c,UPI,Walk-in Guest 51,,Manager Admin
102,2022-08-06T13:52:05.171307,3561.38,0ce9a8c2-4d6b-447d-a9e5-d8de14216385,Cash,Counter Customer,,Manager Admin
103,2022-08-06T16:30:04.171307,657.37,3f23f1f1-8bd8-4381-8a7e-f50632200772,Cash,Counter Customer,,Manager Admin
104,2022-08-06T17:02:10.171307,517.36,f2496d4f-6557-4edb-b2ce-8a7be760c58f,Cash,Counter Customer,,Manager Admin
105,2022-08-06T11:04:09.171307,513.1,f81eea78-f8c3-4799-a45b-e9c3e06100d1,UPI,Counter Customer,,Manager Admin
106,2022-08-06T16:19:42.171307,2702.45,afe78c44-cf93-47ad-8171-2bc1fd9b6e9f,Cash,Counter Customer,,Manager Admin
107,2022-08-06T19:16:16.171307,3559.42,f4742035-712c-4a47-9c14-4c1f403a6262,UPI,Counter Customer,Standard counter checkout,Manager Admin
108,2022-08-07T21:56:45.171307,165.59,2cf03e59-495f-4bb8-9dda-7c3858e43bac,UPI,Counter Customer,,Manager Admin
109,2022-08-07T10:39:05.171307,442.14,25dceb94-702a-4e8d-8d6d-828c3d9ad686,UPI,Counter Customer,,Manager Admin
110,2022-08-07T16:35:26.171307,802.92,3c80debd-3937-408f-b329-7913fa2f180a,UPI,Counter Customer,,Manager Admin
111,2022-08-07T14:42:15.171307,1562.77,4fdb2b95-777c-481f-9659-6bbf77454797,UPI,Counter Customer,,Manager Admin
112,2022-08-07T20:12:41.171307,407.29,85eafcf3-912a-46f8-aca9-36a454ba9071,UPI,Counter Customer,,Manager Admin
113,2022-08-07T12:33:02.171307,987.16,5486ef54-cbaa-4af8-9cd6-731bfd8ff9fa,Cash,Counter Customer,,Manager Admin
114,2022-08-07T10:50:23.171307,265.76,1c146836-2b56-4b9b-8275-50eb21c6540a,Cash,Counter Customer,,Manager Admin
115,2022-08-07T16:13:51.171307,399.34,91ab8bc7-c3f0-4b25-9e67-609d7d6ce94a,Card,Walk-in Guest 66,,Manager Admin
116,2022-08-07T11:10:49.171307,443.48,3fe4f940-2083-4c89-a563-9dbedf4f7670,UPI,Counter Customer,Standard counter checkout,Manager Admin
117,2022-08-07T13:06:05.171307,1144.9,befcc6c7-b921-4e38-acc2-292287134d57,Cash,Walk-in Guest 27,,Manager Admin
118,2022-08-07T18:39:42.171307,28865.89,e256e0bc-1d5c-4f86-b6a9-5cfb8245a1a7,UPI,Counter Customer,,Manager Admin
119,2022-08-07T10:33:12.171307,422.14,7181d58d-1e56-4bfe-a997-60ab85c6e9bd,UPI,Walk-in Guest 45,,Manager Admin
120,2022-08-07T17:37:39.171307,4764.37,77c44ba8-88ba-468c-8a77-132c62d60cb6,Cash,Counter Customer,,Manager Admin
121,2022-08-07T17:50:48.171307,2240.43,0fb1331e-c050-49ef-929d-67630e2c4b1a,Card,Counter Customer,,Manager Admin
122,2022-08-07T12:33:57.171307,9198.32,6275bfa9-862f-4acf-aa38-e05126d558a2,UPI,Counter Customer,,Manager Admin
123,2022-08-07T13:34:00.171307,69288.84,dcfa393a-8707-4785-85c9-bd0fe1ed53e8,UPI,Walk-in Guest 99,Standard counter checkout,Manager Admin
124,2022-08-08T13:09:20.171307,1656.72,933d98e7-9a6c-4a43-812f-5ac6f0f5a060,UPI,Walk-in Guest 48,,Manager Admin
125,2022-08-08T20:25:50.171307,2275.88,80bc691f-a5fc-40c5-add2-5a44f32af566,UPI,Counter Customer,,Manager Admin
126,2022-08-08T13:59:52.171307,22147.82,73ec979b-7a5f-4c30-85ec-dca7618e85cd,Cash,Counter Customer,,Manager Admin
127,2022-08-08T14:27:58.171307,761.12,2b938cb2-9afe-4268-a138-e7de9c046021,UPI,Walk-in Guest 84,,Manager Admin
128,2022-08-08T21:13:38.171307,929.26,d57811bc-2737-45f0-883c-41b65029062c,Cash,Counter Customer,,Manager Admin
129,2022-08-08T11:25:30.171307,333.69,118ec910-6e6b-4a99-980d-e324e1378d8d,UPI,Walk-in Guest 69,,Manager Admin
130,2022-08-08T09:10:31.171307,757.24,1062e2bf-964f-4f7f-8020-f1e9919d019f,UPI,Counter Customer,,Manager Admin
131,2022-08-08T15:45:36.171307,2684.48,2a9416b3-0497-4a32-830e-7885d1d4bbb8,UPI,Counter Customer,,Manager Admin
132,2022-08-08T17:33:31.171307,3574.28,7e640c7b-d3af-4f77-952f-24715e228053,UPI,Counter Customer,,Manager Admin
133,2022-08-08T16:46:32.171307,834.13,71de184c-d329-42eb-8a95-49029ca8d588,UPI,Walk-in Guest 69,,Manager Admin
134,2022-08-08T21:08:20.171307,955.43,f9a60076-a3fc-4ec8-885b-434b4124bad4,Cash,Counter Customer,,Manager Admin
135,2022-08-09T14:08:37.171307,96953.74,f90a1ce4-5ea5-4488-b7a4-c2b2bb9c8430,Cash,Walk-in Guest 37,Standard counter checkout,Manager Admin
136,2022-08-09T21:04:16.171307,21932.72,c7456cc0-2061-42ff-8499-4610271d11df,UPI,Walk-in Guest 26,Standard counter checkout,Manager Admin
137,2022-08-09T11:19:44.171307,3409.76,51085a92-6483-41b8-a501-4155c0c6de0b,Cash,Counter Customer,,Manager Admin
138,2022-08-09T09:28:05.171307,14840.76,82b5348b-f94c-4de8-a793-136d51dfe87b,Cash,Counter Customer,,Manager Admin
139,2022-08-09T15:54:55.171307,795.6,9017f3e1-f3b2-47a7-8f0d-4eef675c19a8,Cash,Walk-in Guest 19,,Manager Admin
140,2022-08-09T15:42:46.171307,1079.84,ae3da6e6-f6e0-49c6-923e-255bf1745209,UPI,Walk-in Guest 92,,Manager Admin
141,2022-08-09T21:40:37.171307,4265.8,eea39d86-e15d-4cde-8c5c-06650cddc497,UPI,Counter Customer,Standard counter checkout,Manager Admin
142,2022-08-10T12:20:55.171307,664.64,3d548cf6-4d80-41b4-b453-91ec61f219ad,Card,Counter Customer,,Manager Admin
143,2022-08-10T13:17:59.171307,8691.36,8f7793cf-de9d-4791-9c0f-1b9e45b76454,UPI,Counter Customer,,Manager Admin
144,2022-08-10T14:16:02.171307,48124.8,7a62a44a-1b6c-49ba-8704-80f9b8696684,Cash,Counter Customer,,Manager Admin
145,2022-08-10T20:11:20.171307,32010.24,4fad3233-9a20-40a9-b6fc-8c2131da7707,UPI,Walk-in Guest 26,,Manager Admin
146,2022-08-10T21:49:41.171307,156.85,5077a520-3c67-4d29-8703-84f73894ed70,UPI,Counter Customer,,Manager Admin
147,2022-08-10T18:29:25.171307,51362.88,d3f64244-c3bb-44e6-b083-42b3eefa6523,Cash,Walk-in Guest 50,,Manager Admin
148,2022-08-10T14:11:00.171307,54114.04,2310da20-3eee-47d8-b2b8-20a547974fbe,Card,Counter Customer,,Manager Admin
149,2022-08-10T11:57:35.171307,67340.01,aeec0786-7d7b-4e69-a372-a595f3ed41dd,Cash,Walk-in Guest 34,,Manager Admin
150,2022-08-10T12:09:37.171307,553.12,56e4fc0a-480f-4ee6-a817-bfbf3ad2a733,UPI,Counter Customer,,Manager Admin
151,2022-08-11T15:18:03.171307,1034.91,6c2133c5-386a-42e2-9e68-02b1178810a9,UPI,Counter Customer,,Manager Admin
152,2022-08-11T15:21:25.171307,17670.12,bf816787-3625-4058-99fd-2f784a34fbc0,UPI,Counter Customer,,Manager Admin
153,2022-08-11T19:59:22.171307,147680.65,d8e0866e-1325-4a9b-ac4b-883fab69cd8a,Cash,Walk-in Guest 78,,Manager Admin
154,2022-08-11T11:31:46.171307,22598.5,bc76725f-979d-42a0-84ba-7b7f9db74db8,UPI,Counter Customer,,Manager Admin
155,2022-08-11T20:10:19.171307,1190.43,7c63bc8a-222a-4700-b3c0-1adb7ed0b7cb,Cash,Counter Customer,,Manager Admin
156,2022-08-11T14:30:24.171307,223.89,0b310693-ac63-471f-8cf5-0c86ddd01626,Card,Walk-in Guest 54,,Manager Admin
157,2022-08-11T17:47:47.171307,425.22,bd31a11e-1be3-4416-a314-7ea4f2f30676,Cash,Walk-in Guest 85,,Manager Admin
158,2022-08-12T17:10:06.171307,27844.75,5eb1ee86-9bc3-49ef-8a8a-73a4af1a38d1,Card,Counter Customer,,Manager Admin
159,2022-08-12T13:04:58.171307,721.9,61cdeebe-6c5c-45e0-beb0-c22964914999,Cash,Counter Customer,,Manager Admin
160,2022-08-12T20:32:34.171307,1001.73,0247a0be-021a-455e-a017-a2393a5ad6b3,Cash,Counter Customer,,Manager Admin
161,2022-08-12T20:11:41.171307,469.58,db3a14c6-12f4-4b72-875f-835ae0d63d6c,Cash,Counter Customer,,Manager Admin
162,2022-08-12T12:17:28.171307,940.34,0e239b32-b152-4aa5-a02c-3ae425a383c7,Card,Counter Customer,,Manager Admin
163,2022-08-12T21:22:16.171307,59314.23,d0f720a4-4dd2-40e9-a5b5-7cd6b81481b6,UPI,Counter Customer,,Manager Admin
164,2022-08-12T12:14:14.171307,37344.58,ea3aeecc-e545-4d25-80a8-a0d57300066c,Cash,Counter Customer,,Manager Admin
165,2022-08-12T09:35:19.171307,38814.34,1c0f7e26-1ea4-42e1-b6a2-50e99565a9de,UPI,Counter Customer,,Manager Admin
166,2022-08-12T17:05:50.171307,299.44,e55f2ef7-76af-42b7-8e6a-73a67652ec0c,Cash,Counter Customer,,Manager Admin
167,2022-08-12T13:04:37.171307,2291.0,6052829b-fede-4add-8048-dc9bd9efa93d,Card,Walk-in Guest 67,,Manager Admin
168,2022-08-12T21:48:54.171307,1139.44,24c16a65-9412-42e0-a77a-7ce575db1ffe,Cash,Walk-in Guest 62,,Manager Admin
169,2022-08-13T20:16:08.171307,878.34,240bdee6-ba06-40bc-bb26-b15b8eaa0e68,Cash,Counter Customer,Standard counter checkout,Manager Admin
170,2022-08-13T09:06:44.171307,18087.71,0b7b0fac-f830-438c-9884-7ab2fbee0a65,UPI,Counter Customer,Standard counter checkout,Manager Admin
171,2022-08-13T21:51:29.171307,2127.82,35a9026b-d90f-4b1a-beae-3743bc9cbf3b,UPI,Counter Customer,,Manager Admin
172,2022-08-13T13:51:42.171307,1381.13,0b78d4d1-57e2-425c-b1ac-f5c62ed716ac,Card,Counter Customer,,Manager Admin
173,2022-08-13T14:51:34.171307,29774.69,cf8614cc-e271-437f-9654-4372c233cf54,UPI,Counter Customer,Standard counter checkout,Manager Admin
174,2022-08-13T09:42:33.171307,221.07,e93e889a-cfeb-46ff-9493-5e8e39261edc,Cash,Counter Customer,,Manager Admin
175,2022-08-13T16:43:17.171307,226.66,59159627-e681-4193-b118-470b3e8d4e99,UPI,Counter Customer,,Manager Admin
176,2022-08-13T11:19:45.171307,21073.49,0ed6a58e-a440-4c63-b117-04ea2d01a5f7,Cash,Counter Customer,,Manager Admin
177,2022-08-13T12:44:46.171307,37527.04,f1d12d48-4af7-4dfd-a7e8-9a4e7277c91b,Cash,Counter Customer,,Manager Admin
178,2022-08-14T17:12:54.171307,1585.34,698e75c8-bb81-4a10-a94e-ca893d501f4d,UPI,Counter Customer,Standard counter checkout,Manager Admin
179,2022-08-14T21:30:22.171307,1730.34,e2eeacbf-d9c3-4ab4-9eae-bf7ad57dfb99,UPI,Counter Customer,,Manager Admin
180,2022-08-14T11:46:03.171307,2139.74,9add7f2b-5d1a-4689-8ab6-951ed063c157,Cash,Counter Customer,,Manager Admin
181,2022-08-14T10:29:40.171307,114.56,9081b3e1-29f1-47bb-b806-eb6e2e635245,Cash,Counter Customer,,Manager Admin
182,2022-08-14T15:35:03.171307,18460.5,4501d288-b9d6-48f8-a5ff-8bdbb4eff566,UPI,Counter Customer,,Manager Admin
183,2022-08-14T16:25:53.171307,33765.6,86def6b3-8699-4245-b43c-07274ca4c7de,Cash,Walk-in Guest 71,,Manager Admin
184,2022-08-14T20:54:02.171307,34466.36,d1128860-1e0f-44c2-8fa4-cc0e8a118818,Card,Counter Customer,,Manager Admin
185,2022-08-14T17:18:28.171307,27625.4,e84657a7-f130-4a3b-bd99-70900682971f,Cash,Counter Customer,,Manager Admin
186,2022-08-14T21:09:01.171307,51234.66,e498856c-f5f2-4b4f-ad6e-33b0bf46d3f6,Card,Counter Customer,Standard counter checkout,Manager Admin
187,2022-08-14T14:08:08.171307,34175.68,bbf74377-2a3e-4dee-84eb-5d3efd903996,UPI,Counter Customer,,Manager Admin
188,2022-08-14T09:05:31.171307,515.42,c6a87d52-8042-4091-b048-c192e6224115,Cash,Walk-in Guest 24,,Manager Admin
189,2022-08-14T14:28:09.171307,2194.78,94985fc9-17d3-4f58-b7bf-5acbdf60ebe5,Cash,Counter Customer,,Manager Admin
190,2022-08-15T12:16:30.171307,39969.18,f86bdf0f-7683-40df-9416-beff017a61d5,UPI,Walk-in Guest 15,,Manager Admin
191,2022-08-15T19:05:36.171307,2137.21,1b0605d7-c270-4b34-b1a8-0759c490b31e,Cash,Counter Customer,,Manager Admin
192,2022-08-15T16:31:18.171307,16675.43,fc4fdbc8-55e1-40be-b525-b7b8de7fd94e,Cash,Counter Customer,,Manager Admin
193,2022-08-15T20:38:34.171307,105169.55,e93ce66e-07ec-436d-8eca-22cd20936050,Card,Counter Customer,,Manager Admin
194,2022-08-15T12:41:03.171307,1820.15,f5bade3c-a44f-41a9-a9e0-dc02999db373,Cash,Counter Customer,,Manager Admin
195,2022-08-15T10:03:18.171307,1516.94,c52842dc-ae2d-421a-8474-641b2084ff08,Cash,Walk-in Guest 40,,Manager Admin
196,2022-08-16T09:31:01.171307,75636.91,ae2fa73c-aa40-4e84-9a40-abafbf4f977a,Cash,Walk-in Guest 31,,Manager Admin
