id,purchase_id,product_name,hsn_code,quantity,price_at_purchase,gst_rate,total_amount
123,9,"Portronics Konnect L 20W PD Quick Charge Type-C to 8-Pin USB Mobile Charging Cable, 1.2M, Tangl",85444220,17,233.58,18.0,3970.86
124,9,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,85444220,20,295.14,18.0,5902.8
125,9,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),84713010,22,6279.97,18.0,138159.34
126,9,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports Q",85444220,36,176.06,18.0,6338.16
127,9,"CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data Sync Fast Charging Cable Compatib",85444220,32,309.66,18.0,9909.12
128,9,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones,",85444220,43,220.11,18.0,9464.73
129,9,Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable,85444220,17,330.12,18.0,5612.04
130,9,"Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma ",84713010,17,1418.39,18.0,24112.63
131,10,Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Gala,85444220,45,279.35,18.0,12570.75
132,10,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black),84713010,41,27018.16,18.0,1107744.56
133,10,Acer 80 cm (32 inches) N Series HD Ready TV AR32NSV53HD (Black),84713010,34,7178.24,18.0,244060.16
134,10,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),84713010,45,10008.34,18.0,450375.3
135,10,Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Spee,85444220,32,254.5,18.0,8144.0
136,10,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad ",85444220,26,822.95,18.0,21396.7
137,10,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",85444220,36,239.87,18.0,8635.32
138,10,TCL 100 cm (40 inches) Full HD Certified Android R Smart LED TV 40S6505 (Black),84713010,41,16743.35,18.0,686477.35
139,10,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),84713010,37,17718.26,18.0,655575.62
140,10,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Functio,85444220,23,134.7,18.0,3098.1
141,10,Flix Micro Usb Cable For Smartphone (Black),85444220,22,51.54,18.0,1133.88
142,10,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Tran",85444220,17,153.59,18.0,2611.03
143,10,"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Tec",85444220,41,176.93,18.0,7254.13
144,10,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmi",85444220,25,170.57,18.0,4264.25
145,10,AmazonBasics Micro USB Fast Charging Cable for Android Phones with Gold Plated Connectors (3 Fe,85444220,38,162.36,18.0,6169.68
146,10,Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60AKLXL (Black),84713010,48,26340.22,18.0,1264330.56
147,10,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Ip",85444220,38,770.95,18.0,29296.1
148,10,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",85444220,27,264.76,18.0,7148.52
149,10,"Airtel DigitalTV DTH Television, Setup Box Remote Compatible for SD and HD Recording (Black)",84713010,44,156.06,18.0,6866.64
150,10,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),85444220,40,259.0,18.0,10360.0
151,10,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, St",85444220,44,135.22,18.0,5949.68
152,10,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Dat",85444220,35,177.73,18.0,6220.55
153,10,OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black),84713010,42,13015.39,18.0,546646.38
154,11,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",85444220,27,264.76,18.0,7148.52
155,11,MI Usb Type-C Cable Smartphone (Black),85444220,45,204.43,18.0,9199.35
156,11,SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),84713010,18,6237.94,18.0,112282.92
157,11,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black),84713010,40,23913.02,18.0,956520.8
158,11,"boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5m, Carbon Black)",85444220,21,263.29,18.0,5529.09
159,11,7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Origi,84713010,29,341.72,18.0,9909.88
160,11,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer Wit",85444220,36,171.95,18.0,6190.2
161,11,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),84713010,23,21645.62,18.0,497849.26
162,11,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, ",85444220,48,174.35,18.0,8368.8
163,11,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,85444220,40,169.29,18.0,6771.6
164,11,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black),84713010,38,27018.16,18.0,1026690.08
165,11,Tata Sky Universal Remote,84713010,37,204.52,18.0,7567.24
166,11,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Met",85444220,31,187.45,18.0,5810.95
167,11,"Portronics Konnect L 20W PD Quick Charge Type-C to 8-Pin USB Mobile Charging Cable, 1.2M, Tangl",85444220,44,233.58,18.0,10277.52
168,11,Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60AKLXL (Black),84713010,40,26340.22,18.0,1053608.8
169,11,AmazonBasics Micro USB Fast Charging Cable for Android Phones with Gold Plated Connectors (3 Fe,85444220,48,162.36,18.0,7793.28
170,11,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braid",85444220,25,301.24,18.0,7531.0
171,11,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,85444220,33,119.99,18.0,3959.67
172,11,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",85444220,25,266.95,18.0,6673.75
173,11,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports Q",85444220,42,176.06,18.0,7394.52
174,12,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfe",85444220,35,102.44,18.0,3585.4
175,12,SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),84713010,43,6237.94,18.0,268231.42
176,12,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Bl,84713010,40,11694.88,18.0,467795.2
177,12,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",85444220,31,264.76,18.0,8207.56
178,12,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",85444220,33,195.71,18.0,6458.43
179,12,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",85444220,37,239.87,18.0,8875.19
180,12,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),84713010,34,11542.16,18.0,392433.44
181,12,"Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 ",85444220,23,309.33,18.0,7114.59
182,12,Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43 | L43R7-7AIN (Black),84713010,46,23642.17,18.0,1087539.82
183,12,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 4",85444220,25,162.69,18.0,4067.25
184,12,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Ip",85444220,18,770.95,18.0,13877.1
185,12,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),84713010,23,9842.22,18.0,226371.06
186,12,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",85444220,29,517.68,18.0,15012.72
187,12,MI Braided USB Type-C Cable for Charging Adapter (Red),85444220,38,296.48,18.0,11266.24
188,12,Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60AKLXL (Black),84713010,38,26340.22,18.0,1000928.36
189,12,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function,85444220,19,135.13,18.0,2567.47
190,12,Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Gala,85444220,30,279.35,18.0,8380.5
191,12,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Sturdy Cable with 3A Fast Chargi",85444220,34,266.59,18.0,9064.06
192,12,Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Spee,85444220,19,254.5,18.0,4835.5
193,12,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),84713010,41,17718.26,18.0,726448.66
194,12,TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapt,85444220,49,881.15,18.0,43176.35
195,13,TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supp,85444220,32,575.21,18.0,18406.72
