id,order_id,product_id,quantity,price_at_sale
130,65,26,1,228.39
131,66,98,1,383.7
132,67,62,1,38248.1
133,67,76,1,261.86
134,67,29,2,1094.52
135,68,40,2,1052.14
136,68,62,1,35947.46
137,68,22,1,335.82
138,68,61,1,195.07
139,69,71,2,400.65
140,69,13,1,289.65
141,70,83,2,8733.12
142,70,70,1,266.98
143,70,92,1,27057.02
144,71,41,2,243.69
145,72,18,1,319.16
146,73,31,2,247.7
147,73,37,1,1117.88
148,74,4,2,439.58
149,74,16,2,409.14
150,74,11,1,185.89
151,75,60,1,202.45
152,75,4,2,439.58
153,75,12,2,357.42
154,75,72,2,473.78
155,76,39,2,44892.66
156,76,70,1,291.77
157,76,59,1,426.88
158,76,36,2,121.61
159,77,20,2,16736.13
160,77,44,1,1145.5
161,77,70,2,247.91
162,77,65,1,16058.97
163,78,48,2,413.77
164,78,32,2,224.51
165,78,84,2,402.83
166,79,60,1,202.45
167,80,70,2,247.91
168,81,16,1,409.14
169,82,39,1,44892.66
170,82,61,2,215.36
171,83,85,1,391.09
172,83,43,1,452.09
173,83,97,2,276.56
174,84,49,1,505.75
175,84,80,2,1674.66
176,85,10,2,238.22
177,85,8,1,271.89
178,85,39,2,43425.58
179,86,82,2,156.85
180,86,60,2,195.83
181,86,66,2,352.13
182,86,62,1,38248.1
183,87,25,1,13311.09
184,88,86,1,35934.15
185,88,61,2,207.56
186,88,85,1,413.44
187,88,27,2,19262.78
188,89,53,1,848.59
189,89,99,1,1311.81
190,89,6,1,169.03
191,89,20,1,16159.02
192,90,22,2,335.82
193,90,34,1,724.75
194,90,30,1,333.69
195,91,45,1,66.75
196,91,18,2,325.76
197,91,88,1,35032.49
198,92,9,1,601.52
199,92,52,1,202.95
200,93,83,2,8733.12
201,93,18,1,308.15
202,93,30,1,333.69
203,93,20,2,16159.02
204,94,53,2,848.59
205,94,51,2,1298.15
206,94,15,2,168.91
207,94,83,2,8733.12
208,95,98,1,383.7
209,95,97,2,276.56
210,96,18,1,308.15
211,96,67,2,291.98
212,96,6,2,169.03
213,97,75,2,422.74
214,97,63,1,167.99
215,98,51,1,1433.16
216,98,37,2,1179.55
217,98,91,1,314.78
218,98,72,2,473.78
219,99,66,2,344.19
220,99,38,1,232.91
221,99,41,1,243.69
222,100,38,2,247.24
223,100,92,1,29870.96
224,101,99,1,1358.66
225,101,64,2,383.68
226,102,89,2,271.93
227,102,32,1,224.51
228,102,26,1,236.97
229,103,50,2,237.29
230,103,65,1,17047.21
231,103,92,2,29870.96
232,103,47,1,612.04
233,104,89,1,271.93
234,104,26,1,236.97
235,105,54,2,8163.96
236,105,83,1,9045.01
237,105,16,1,385.42
238,105,86,2,35123.61
239,106,70,2,247.91
240,106,46,1,367.16
241,106,78,1,12794.89
242,107,66,2,344.19
243,107,92,1,28139.31
244,107,48,2,392.14
245,107,39,2,42545.33
246,108,25,1,13811.51
247,108,66,2,365.37
248,108,65,1,17047.21
249,108,41,2,258.68
250,109,50,1,223.53
251,110,73,2,32626.19
252,110,68,2,9905.97
253,110,82,1,162.74
254,111,34,1,792.05
255,111,95,1,23105.82
256,111,60,1,202.45
257,112,24,1,72.16
258,113,51,2,1381.23
259,114,89,1,263.04
260,114,29,2,1094.52
261,115,92,1,27057.02
262,116,92,1,27057.02
263,116,64,2,368.92
264,116,53,2,848.59
265,117,54,2,8352.36
266,117,3,1,226.17
267,118,62,2,38248.1
268,118,21,2,1094.56
269,118,100,2,846.52
270,119,71,2,400.65
271,119,57,2,765.03
272,119,30,2,355.04
273,119,32,2,216.38
274,120,55,2,220.07
275,120,50,2,214.94
276,121,23,2,15554.19
277,121,98,2,408.26
278,122,100,2,795.6
279,122,55,2,220.07
280,122,25,1,12510.42
281,123,10,1,223.89
282,124,3,2,212.56
283,124,46,1,353.04
284,124,85,2,391.09
285,124,98,1,383.7
286,125,50,2,214.94
287,125,91,2,285.12
288,125,67,1,291.98
289,125,92,2,27057.02
290,126,88,1,34242.29
291,126,100,1,827.42
292,126,58,1,20456.92
293,127,51,1,1433.16
294,127,58,2,21585.58
295,127,65,1,17047.21
296,128,17,2,16203.47
297,128,33,1,478.67
298,128,5,2,175.46
299,128,66,2,344.19
300,129,75,2,466.7
301,130,53,2,882.53
302,131,74,1,148.54
303,131,11,2,175.11
304,131,47,1,576.56
305,132,92,1,27057.02
306,132,6,2,189.31
307,132,82,1,147.41
308,132,68,2,8972.8
309,133,33,2,488.58
310,134,21,1,1028.72
311,135,36,1,110.15
312,135,70,1,238.38
313,135,19,1,213.21
314,136,40,1,1052.14
315,136,90,1,804.16
316,136,100,2,795.6
317,137,3,1,226.17
318,137,69,2,1886.46
319,137,98,1,408.26
320,138,63,1,159.59
321,138,92,1,28788.67
322,139,64,2,368.92
323,139,94,1,237.01
324,140,57,1,765.03
325,140,15,1,179.72
326,141,9,2,537.08
327,142,43,2,452.09
328,143,40,1,1094.22
329,143,91,1,296.53
330,143,32,2,211.5
331,143,62,2,37385.36
332,144,95,1,23105.82
333,144,69,1,1957.38
334,144,12,1,357.42
335,144,50,2,237.29
336,145,5,1,175.46
337,145,40,1,1094.22
338,145,2,1,226.66
339,145,36,2,114.56
340,146,50,1,237.29
341,146,5,1,186.26
342,146,92,1,29870.96
343,146,96,1,358.74
344,147,43,1,470.17
345,148,51,2,1433.16
346,149,11,1,175.11
347,149,8,2,265.76
348,150,61,1,202.88
349,151,32,1,224.51
350,151,75,2,466.7
351,151,66,1,365.37
352,152,97,2,287.62
353,152,75,1,439.65
354,152,46,2,367.16
355,152,19,1,221.74
356,153,54,1,8352.36
357,154,41,2,234.31
358,154,53,1,848.59
359,155,75,1,422.74
360,156,8,1,255.54
361,156,10,2,223.89
362,156,96,2,324.95
363,156,51,1,1298.15
364,157,85,1,391.09
365,157,66,2,330.95
366,157,10,2,223.89
367,157,44,1,1101.44
368,158,73,2,29552.71
369,159,5,2,179.51
370,159,59,1,411.41
371,159,100,1,846.52
372,159,32,1,216.38
373,160,45,2,66.75
374,160,73,2,31444.09
375,160,43,1,481.02
376,161,7,2,199.67
377,161,80,2,1636.88
378,161,51,1,1350.08
379,162,11,1,175.11
380,163,26,1,262.73
381,163,61,2,215.36
382,163,88,2,36349.5
383,163,8,1,282.11
384,164,23,1,15203.34
385,164,97,2,287.62
386,165,21,2,1069.87
387,165,14,2,400.01
388,165,80,1,1636.88
389,165,75,2,439.65
390,166,7,2,199.67
391,167,7,1,211.95
392,167,92,1,29870.96
393,168,75,1,439.65
394,168,64,1,383.68
395,168,40,2,1094.22
396,168,85,1,405.06
397,169,73,2,32626.19
398,169,61,2,215.36
399,169,30,2,368.39
400,169,57,1,793.79
401,170,55,1,228.88
402,170,50,1,223.53
403,170,59,1,402.13
404,170,85,1,405.06
405,171,10,1,232.84
406,171,71,2,391.61
407,171,78,1,12794.89
408,171,17,2,16203.47
409,172,40,1,1178.39
410,172,65,2,15441.31
411,173,82,1,147.41
412,173,91,2,285.12
413,173,100,1,795.6
414,174,43,1,452.09
415,175,56,1,255.65
416,175,23,1,14618.6
417,175,67,2,291.98
418,176,51,1,1381.23
419,177,50,1,240.73
420,177,67,1,291.98
421,177,91,2,285.12
422,178,19,2,226.86
423,178,9,2,571.45
424,179,29,1,1028.69
425,180,11,2,185.89
426,180,64,1,407.29
427,181,10,1,247.17
428,181,59,2,426.88
429,181,49,1,471.57
430,182,2,1,226.66
431,182,82,2,153.31
432,183,73,1,30734.82
433,184,56,1,265.88
434,184,91,1,296.53
435,184,78,1,12794.89
436,185,55,1,242.96
437,186,88,1,34242.29
438,186,5,1,175.46
439,186,21,1,1069.87
440,186,49,2,444.24
441,187,82,2,180.43
442,187,1,1,496.92
443,188,8,1,265.76
444,188,80,1,1636.88
445,188,54,1,8163.96
446,188,25,1,13010.84
447,189,100,1,827.42
448,189,59,2,402.13
449,189,62,1,37385.36
450,190,68,2,9905.97
451,191,26,1,228.39
452,191,96,2,345.75
453,191,36,2,117.2
454,192,1,1,478.92
455,192,42,1,23565.29
456,192,82,1,174.54
457,193,23,2,15554.19
458,193,71,1,400.65
459,193,52,1,215.94
460,193,68,2,9547.06
461,194,58,2,17635.27
462,194,12,1,323.75
463,195,2,1,231.89
464,195,67,1,310.66
465,195,29,2,1094.52
466,195,26,2,228.39
467,196,14,2,455.4
468,196,67,1,310.66
469,196,32,2,216.38
470,197,49,1,427.15
471,197,18,2,275.14
472,197,95,2,23440.69
473,198,29,1,1152.13
474,198,12,1,323.75
475,199,92,1,32035.52
476,200,61,1,202.88
477,200,63,1,155.99
478,200,57,2,747.77
479,201,92,2,31386.15
480,201,96,1,337.95
481,201,70,1,276.51
482,202,63,1,155.99
483,202,78,1,12794.89
484,203,41,1,258.68
485,203,91,1,314.78
486,203,55,1,242.96
487,204,1,2,468.12
488,204,97,2,287.62
489,205,63,1,155.99
490,205,53,1,882.53
491,206,72,1,402.56
492,207,58,2,17635.27
493,207,66,1,330.95
494,208,80,1,1573.93
495,208,30,2,333.69
496,208,29,2,1152.13
497,208,82,2,165.1
498,209,5,1,179.51
499,209,18,2,292.75
500,210,58,2,17635.27
501,210,23,2,14618.6
502,211,45,1,74.28
503,211,63,2,159.59
504,212,8,1,255.54
505,212,67,2,291.98
506,212,95,2,23440.69
507,212,18,1,275.14
508,213,49,1,454.49
509,214,91,2,285.12
510,215,69,1,1985.75
511,215,61,2,195.07
512,215,63,1,149.99
513,216,91,1,303.37
514,216,82,1,174.54
515,216,45,2,74.28
516,217,45,2,70.27
517,217,56,1,255.65
518,217,32,1,203.36
519,218,12,2,344.47
520,218,38,1,238.28
521,218,64,2,436.81
522,219,59,2,448.53
523,220,11,2,195.31
524,220,9,2,558.56
525,220,51,2,1350.08
526,220,63,1,155.99
527,221,55,1,228.88
528,221,100,2,827.42
529,221,23,1,15203.34
530,221,63,1,155.99
531,222,64,1,427.95
532,223,61,1,215.36
533,223,8,1,282.11
534,224,30,2,347.04
535,224,83,2,8109.32
536,224,11,2,195.31
537,225,52,2,211.07
538,225,81,1,452.15
539,225,59,2,448.53
540,225,72,1,402.56
541,226,78,2,12794.89
542,227,100,2,878.34
543,227,80,1,1737.61
544,227,72,1,427.33
545,227,38,1,247.24
546,228,8,2,282.11
547,228,29,1,1259.11
548,229,95,2,25617.33
549,230,84,2,342.28
550,231,10,2,232.84
551,231,1,2,468.12
552,232,84,2,342.28
553,232,82,2,171.0
554,232,46,2,367.16
555,232,49,2,444.24
556,233,69,1,2170.14
557,234,78,2,12302.77
558,234,15,1,168.91
559,234,97,1,276.56
560,234,91,2,285.12
561,235,15,1,179.72
562,235,26,2,228.39
563,236,26,1,228.39
564,236,52,1,215.94
565,237,46,2,353.04
566,238,15,1,168.91
567,238,73,2,29552.71
568,239,47,1,620.91
569,239,69,1,1985.75
570,239,56,1,255.65
571,240,16,1,370.6
572,240,12,2,323.75
573,240,44,1,1101.44
574,241,43,2,452.09
575,242,11,2,188.58
576,242,3,2,212.56
577,242,7,2,191.99
578,243,100,1,795.6
579,244,32,1,203.36
580,244,19,2,213.21
581,245,25,2,13311.09
582,245,2,1,231.89
583,246,12,1,336.7
584,247,52,1,224.06
585,247,54,2,8666.36
586,247,15,1,186.48
587,247,60,2,182.6
588,248,70,2,291.77
589,248,18,2,336.77
590,248,97,1,338.51
591,249,7,1,211.95
592,249,56,2,282.24
593,249,36,2,121.61
594,250,43,2,499.1
595,250,56,1,282.24
596,250,49,2,471.57
597,251,31,2,222.08
598,251,56,1,265.88
599,252,75,1,517.43
600,252,41,1,258.68
601,252,23,1,16138.93
602,252,31,1,235.75
603,253,49,1,471.57
604,254,26,2,236.97
605,254,73,2,36172.52
606,254,49,2,471.57
607,255,65,2,17911.92
608,255,55,1,228.88
609,256,45,2,76.79
610,256,82,1,180.43
611,256,11,1,206.09
612,257,62,2,35947.46
613,257,52,1,202.95
614,257,63,2,149.99
615,258,31,2,213.54
616,258,55,1,220.07
617,258,3,1,212.56
618,258,26,1,214.65
619,259,18,2,325.76
620,259,75,1,500.52
621,260,72,1,433.52
622,260,55,2,220.07
623,260,97,2,309.75
624,260,58,1,19751.51
625,261,2,2,217.94
626,261,100,2,795.6
627,262,37,1,1025.36
628,263,53,1,902.9
629,263,19,1,226.86
630,263,94,2,225.16
631,263,83,1,8296.46
632,264,52,2,202.95
633,265,98,1,399.05
634,265,64,2,383.68
635,265,68,1,9331.71
636,266,46,2,367.16
637,266,2,2,226.66
638,266,95,1,24277.86
639,266,62,2,37385.36
640,267,31,1,235.75
641,267,58,1,19469.34
642,268,53,1,882.53
643,268,23,2,15203.34
644,268,58,1,18340.69
645,269,55,2,228.88
646,269,94,2,220.08
647,269,71,1,391.61
648,269,18,2,319.16
649,270,17,1,17200.61
650,271,81,1,452.15
651,272,31,1,222.08
652,272,72,1,449.01
653,272,86,2,35123.61
654,272,41,2,243.69
655,273,12,2,357.42
656,274,64,2,368.92
657,275,16,2,370.6
658,275,21,1,1028.72
659,275,89,1,222.16
660,276,25,2,12510.42
661,277,49,2,454.49
662,277,67,2,310.66
663,278,80,1,1863.53
664,278,4,1,382.12
665,278,9,1,635.9
666,278,15,1,179.72
667,279,42,2,22147.82
668,279,71,2,376.55
669,279,19,1,213.21
670,279,54,2,7849.96
671,280,15,2,179.72
672,281,44,1,1215.99
673,282,43,2,499.1
674,283,29,1,1135.67
675,284,2,2,252.81
676,285,93,2,346.57
677,285,52,2,211.07
678,285,41,2,243.69
679,286,21,2,1135.71
680,286,40,1,1161.56
681,286,75,1,517.43
682,287,12,1,336.7
683,287,41,2,243.69
684,288,32,1,211.5
685,288,80,2,1825.75
686,289,92,2,28139.31
687,289,84,2,342.28
688,290,58,2,19469.34
689,290,83,2,8608.36
690,290,50,2,237.29
691,290,28,1,351.21
692,291,73,2,36172.52
693,291,44,2,1215.99
694,292,94,2,211.61
695,292,51,1,1298.15
696,293,71,1,400.65
697,294,15,1,168.91
698,294,28,2,318.12
699,294,21,1,1028.72
700,295,50,2,214.94
701,295,80,1,1762.8
702,295,19,2,213.21
703,295,92,2,27057.02
704,296,29,2,1028.69
705,296,67,1,291.98
706,297,36,1,117.2
707,298,18,1,325.76
708,298,52,1,215.94
709,298,61,1,207.56
710,298,54,2,8352.36
711,299,58,1,17635.27
712,299,12,1,323.75
713,300,75,1,473.47
714,301,76,1,261.86
715,302,25,2,14812.34
716,302,60,1,175.99
717,302,42,1,23565.29
718,303,1,1,450.11
719,304,52,2,202.95
720,304,71,2,376.55
721,304,32,1,203.36
722,305,88,1,32925.28
723,306,50,2,228.69
724,306,43,1,481.02
725,306,31,1,227.2
726,307,25,1,15312.76
727,307,32,2,224.51
728,307,88,2,36349.5
729,307,100,1,878.34
730,308,21,1,1069.87
731,309,15,2,175.67
732,309,40,2,1220.48
733,310,83,2,8109.32
734,311,25,2,14512.09
735,312,5,1,195.71
736,312,89,1,231.05
737,312,19,1,221.74
738,313,41,1,258.68
739,313,91,1,314.78
740,314,64,2,383.68
741,315,52,1,224.06
742,315,39,1,40491.42
743,316,3,2,221.07
744,316,8,1,265.76
745,316,1,2,468.12
746,317,32,1,211.5
747,317,50,1,223.53
748,317,49,2,444.24
749,317,44,2,1145.5
750,318,41,1,258.68
751,318,88,2,36349.5
752,318,59,2,426.88
753,319,45,1,69.26
754,319,49,2,471.57
755,319,54,2,8666.36
756,319,46,2,389.75
757,320,67,1,322.34
758,320,52,1,224.06
759,321,58,1,18340.69
760,321,23,2,15203.34
761,322,63,2,177.59
762,322,47,1,589.87
763,323,52,2,202.95
764,323,51,2,1298.15
765,323,91,2,285.12
766,323,83,2,7797.42
767,324,71,1,445.84
768,324,21,2,1094.56
769,325,65,1,17294.27
770,325,60,1,165.4
771,326,37,2,1025.36
772,326,15,2,179.72
773,326,50,2,254.49
774,326,69,1,1886.46
775,327,55,1,246.48
776,327,89,2,222.16
777,328,8,2,271.89
778,328,82,1,156.85
779,328,84,1,389.67
780,328,60,1,175.99
781,329,71,2,436.8
782,329,19,2,221.74
783,329,6,1,175.79
784,330,19,1,221.74
785,331,30,1,408.43
786,332,42,1,23033.74
787,333,12,1,336.7
788,333,88,1,34242.29
789,333,23,1,15203.34
790,334,30,2,387.08
791,334,78,2,12794.89
792,335,19,1,235.39
793,335,8,1,282.11
794,335,61,1,215.36
795,335,40,1,1287.82
796,336,54,1,8163.96
797,336,42,2,23033.74
798,337,8,1,282.11
799,337,54,1,8666.36
800,338,46,2,367.16
801,338,32,1,211.5
802,338,31,2,222.08
803,339,3,1,221.07
804,339,94,1,220.08
805,339,55,1,255.29
806,339,89,2,231.05
807,340,41,2,243.69
808,340,54,1,8163.96
809,341,28,1,369.02
810,341,16,1,385.42
811,341,69,2,1843.91
812,342,19,1,221.74
813,343,26,1,223.24
814,344,92,2,31386.15
815,344,54,2,8163.96
816,344,41,2,243.69
817,345,50,1,249.33
818,345,39,1,38144.09
819,345,61,2,202.88
820,345,28,1,369.02
821,346,16,1,385.42
822,346,65,2,17911.92
823,346,29,1,1193.28
824,347,58,2,17635.27
825,347,86,2,33772.7
826,347,29,2,1152.13
827,347,44,1,1101.44
828,348,94,1,225.16
829,348,79,1,263.96
830,348,39,2,39024.34
831,349,61,1,195.07
832,349,6,1,169.03
833,350,47,2,589.87
834,351,31,1,213.54
835,351,17,2,15580.26
836,351,71,1,421.74
837,351,50,2,240.73
838,352,45,2,62.74
839,352,47,2,554.39
840,352,1,1,450.11
841,352,29,2,1152.13
842,353,26,1,228.39
843,353,17,2,16577.4
844,354,21,2,1028.72
845,354,91,1,285.12
846,354,46,2,353.04
847,354,62,2,35947.46
848,355,44,2,1101.44
849,355,56,1,255.65
850,356,36,1,117.2
851,357,84,2,368.61
852,358,43,2,452.09
853,359,21,2,1028.72
854,359,56,1,255.65
855,359,17,2,15580.26
856,360,15,1,179.72
857,360,71,2,445.84
858,360,10,2,238.22
859,360,53,1,902.9
860,361,42,2,23033.74
861,361,1,2,468.12
862,361,64,1,383.68
863,362,6,2,175.79
864,362,69,2,1843.91
865,362,46,1,367.16
866,363,17,1,17200.61
867,363,100,1,878.34
868,363,64,2,407.29
869,363,47,1,612.04
870,364,37,2,1063.91
871,364,44,2,1215.99
872,364,98,1,469.65
873,364,16,2,409.14
874,365,19,1,235.39
875,365,29,1,1259.11
876,366,7,2,199.67
877,366,94,2,220.08
878,367,86,2,35123.61
879,368,32,2,211.5
880,368,5,2,195.71
881,368,71,1,436.8
882,369,52,2,224.06
883,369,2,2,240.6
884,369,36,2,134.82
885,369,57,2,793.79
886,370,58,2,19469.34
887,371,79,2,272.88
888,371,83,2,8608.36
889,371,29,1,1135.67
890,372,78,2,12794.89
891,372,36,2,127.77
892,372,29,1,1069.84
893,373,46,2,353.04
894,374,56,1,255.65
895,374,30,1,333.69
896,375,49,1,454.49
897,375,88,1,35032.49
898,376,40,1,1178.39
899,376,21,1,1028.72
900,376,31,1,213.54
901,377,94,2,211.61
902,377,3,1,212.56
903,378,57,2,719.01
904,378,59,1,433.06
905,378,36,2,123.37
906,379,48,1,338.05
907,380,73,1,30734.82
908,380,37,1,1002.24
909,380,62,1,37385.36
910,381,6,1,186.6
911,382,68,2,9331.71
912,382,19,2,221.74
913,383,2,2,226.66
914,384,62,2,37385.36
915,384,57,1,747.77
916,384,3,1,221.07
917,385,46,1,367.16
918,385,56,1,265.88
919,385,45,2,72.78
920,386,45,1,72.78
921,387,12,1,357.42
922,388,69,2,1843.91
923,388,67,2,303.65
924,388,26,2,223.24
925,388,64,1,383.68
926,389,48,1,373.21
927,389,26,2,236.97
928,390,23,1,15203.34
929,391,58,2,20880.17
930,391,16,2,394.32
931,392,88,1,35032.49
932,392,43,2,481.02
933,393,46,1,353.04
934,393,54,1,7849.96
935,393,17,2,15580.26
936,393,1,2,450.11
937,394,81,1,486.93
938,394,2,2,217.94
939,395,38,1,223.95
940,395,48,1,338.05
941,395,41,1,234.31
942,396,32,1,203.36
943,396,29,2,1152.13
944,396,12,1,323.75
945,396,57,2,719.01
946,397,32,1,216.38
947,398,32,2,216.38
948,398,16,1,394.32
949,398,7,2,204.27
950,398,15,2,179.72
951,399,23,2,14618.6
952,399,86,2,33772.7
953,399,8,2,255.54
954,399,32,1,203.36
955,400,7,1,191.99
956,400,30,1,373.73
957,400,16,1,370.6
958,400,49,1,478.41
959,401,54,2,8352.36
960,402,6,2,179.84
961,402,7,2,204.27
962,403,68,2,8972.8
963,403,28,1,318.12
964,404,26,2,228.39
965,404,93,2,354.56
966,405,57,1,719.01
967,405,94,1,211.61
968,406,56,2,272.01
969,406,67,1,310.66
970,407,3,1,234.67
971,408,43,2,499.1
972,408,3,2,234.67
973,408,51,1,1588.94
974,408,29,1,1259.11
975,409,37,2,1063.91
976,409,86,2,37285.06
977,410,42,1,23033.74
978,410,51,1,1505.85
979,410,46,1,367.16
980,410,26,1,248.99
981,411,88,2,34242.29
982,411,57,2,834.05
983,411,78,2,12794.89
984,411,30,2,387.08
985,412,26,1,248.99
986,412,68,1,9331.71
987,412,19,1,221.74
988,413,26,2,248.99
989,413,3,2,221.07
990,414,41,1,243.69
991,414,12,2,336.7
992,415,57,1,834.05
993,415,73,2,30734.82
994,416,23,1,15203.34
995,416,83,2,8109.32
996,416,45,1,72.78
997,417,2,2,226.66
998,417,88,2,34242.29
999,417,49,2,495.49
1000,418,93,2,346.57
1001,418,73,1,34281.15
1002,418,16,1,385.42
1003,418,6,2,196.07
1004,419,7,1,199.67
1005,420,53,1,882.53
1006,420,100,1,827.42
1007,421,37,1,1063.91
1008,421,49,1,522.83
1009,421,23,2,16138.93
1010,421,21,1,1135.71
1011,422,54,2,8666.36
1012,422,60,2,202.45
1013,423,62,1,37385.36
1014,423,58,1,20456.92
1015,424,86,1,37285.06
1016,424,41,1,258.68
1017,424,91,2,314.78
1018,424,53,1,936.84
1019,425,26,2,240.41
1020,425,38,2,223.95
1021,426,41,1,234.31
1022,427,82,2,147.41
1023,427,33,1,462.17
1024,428,15,2,179.72
1025,428,83,2,8296.46
1026,428,78,1,13090.15
1027,428,51,1,1537.01
1028,429,60,2,185.25
1029,429,42,2,22147.82
1030,429,82,2,147.41
1031,429,12,2,323.75
1032,430,38,2,223.95
1033,431,15,1,168.91
1034,432,12,2,336.7
1035,433,1,1,468.12
1036,433,53,1,882.53
1037,433,83,2,8109.32
1038,433,6,1,196.07
1039,434,72,1,402.56
1040,435,12,2,396.27
1041,435,21,1,1135.71
1042,436,48,2,392.14
1043,437,86,1,35123.61
1044,438,61,1,215.36
1045,438,69,2,2170.14
1046,438,42,1,24451.2
1047,439,42,2,23033.74
1048,439,94,2,220.08
1049,439,19,2,221.74
1050,439,88,1,34242.29
1051,440,37,2,1117.88
1052,440,28,1,369.02
1053,440,58,2,20456.92
1054,441,6,1,206.89
1055,441,44,1,1215.99
1056,441,33,1,505.08
1057,442,73,2,34281.15
1058,442,38,1,232.91
1059,442,31,1,222.08
1060,442,16,1,385.42
1061,443,39,2,40491.42
1062,444,53,2,902.9
1063,444,91,2,303.37
1064,444,17,2,16577.4
1065,444,94,1,225.16
1066,445,1,2,450.11
1067,445,89,1,222.16
1068,445,55,1,220.07
1069,446,90,1,763.95
1070,446,43,2,535.27
1071,446,61,1,207.56
1072,447,38,1,238.28
1073,447,69,2,2099.22
1074,447,8,2,302.56
1075,448,78,2,13090.15
1076,448,28,1,376.66
1077,448,39,2,39024.34
1078,448,31,1,227.2
1079,449,61,1,195.07
1080,449,28,2,356.3
1081,449,49,2,478.41
1082,450,78,1,12302.77
1083,450,3,2,212.56
1084,450,41,1,234.31
1085,450,19,2,213.21
1086,451,78,1,12794.89
1087,451,17,2,16203.47
1088,451,46,1,409.52
1089,452,93,2,346.57
1090,452,21,2,1069.87
1091,452,90,2,832.88
1092,452,18,1,286.14
1093,453,64,1,383.68
1094,453,46,2,409.52
1095,453,21,2,1069.87
1096,453,37,1,1117.88
1097,454,61,1,202.88
1098,455,56,1,312.92
1099,455,64,1,407.29
1100,455,61,1,215.36
1101,456,89,1,231.05
1102,456,2,2,226.66
1103,456,3,2,221.07
1104,456,94,1,220.08
1105,457,62,2,39686.0
1106,457,16,2,453.61
1107,458,31,1,235.75
1108,458,7,2,211.95
1109,458,1,1,496.92
1110,459,61,1,202.88
1111,459,43,2,524.42
1112,460,38,2,223.95
1113,460,7,2,191.99
1114,461,3,2,212.56
1115,462,62,1,42561.8
1116,462,86,2,35934.15
1117,462,93,1,354.56
1118,462,91,1,303.37
1119,463,53,2,848.59
1120,464,78,2,13090.15
1121,464,46,1,418.0
1122,465,67,1,291.98
1123,465,27,2,16269.24
1124,466,41,1,234.31
