id,transaction_id,product_id,quantity,price_at_sale
134,50,42,1,23565.29
135,51,92,1,27057.02
136,51,75,2,422.74
137,52,21,1,1028.72
138,53,2,2,217.94
139,54,5,2,168.71
140,54,57,1,719.01
141,55,51,2,1298.15
142,56,74,1,128.05
143,57,38,2,238.28
144,57,72,2,411.85
145,58,18,1,292.75
146,58,61,2,207.56
147,58,97,2,294.26
148,58,52,1,215.94
149,59,28,2,376.66
150,59,65,1,18282.51
151,60,47,1,554.39
152,60,31,1,213.54
153,60,87,1,33478.23
154,60,92,2,27057.02
155,61,22,1,355.01
156,61,81,1,514.76
157,61,11,2,179.15
158,61,92,1,28788.67
159,62,67,1,291.98
160,63,44,1,1101.44
161,64,40,1,1119.47
162,64,37,1,1025.36
163,64,23,2,15554.19
164,64,31,1,252.83
165,65,19,1,226.86
166,65,10,1,238.22
167,65,85,2,371.54
168,66,37,1,963.69
169,67,97,1,276.56
170,67,19,2,213.21
171,67,81,2,486.93
172,67,3,1,212.56
173,68,6,1,189.31
174,69,91,1,285.12
175,69,61,2,195.07
176,70,56,2,255.65
177,70,44,2,1101.44
178,70,70,1,266.98
179,70,52,2,202.95
180,71,45,2,70.27
181,72,42,1,23565.29
182,72,6,1,200.13
183,72,92,1,28788.67
184,72,54,2,8352.36
185,73,67,1,291.98
186,74,36,2,117.2
187,74,18,2,292.75
188,74,1,2,478.92
189,74,22,1,355.01
190,75,50,1,254.49
191,75,35,2,263.74
192,75,26,1,228.39
193,76,34,2,647.1
194,76,18,1,275.14
195,77,87,2,33478.23
196,77,95,1,20929.19
197,77,4,2,359.14
198,77,89,1,222.16
199,78,74,2,128.05
200,79,66,1,330.95
201,80,48,2,378.62
202,81,95,1,22268.66
203,81,16,1,438.79
204,81,37,2,1025.36
205,81,36,1,117.2
206,82,26,1,228.39
207,82,31,2,252.83
208,82,50,2,254.49
209,83,75,2,439.65
210,83,60,2,191.86
211,83,98,1,399.05
212,83,9,1,623.01
213,84,88,1,34242.29
214,84,3,1,221.07
215,84,13,1,283.78
216,84,40,2,1094.22
217,85,22,1,367.0
218,85,3,1,234.67
219,85,6,2,186.6
220,86,52,1,211.07
221,86,24,2,74.73
222,86,99,1,1218.11
223,87,11,1,175.11
224,87,100,2,827.42
225,88,26,2,223.24
226,88,71,2,391.61
227,88,42,1,23033.74
228,88,72,2,402.56
229,89,62,1,39686.0
230,89,68,1,9905.97
231,89,36,2,121.61
232,89,79,2,246.12
233,90,6,1,175.79
234,91,28,1,369.02
235,91,85,1,363.16
236,92,14,1,400.01
237,93,57,2,747.77
238,93,95,2,21766.35
239,93,3,2,221.07
240,93,88,1,34242.29
241,94,76,2,230.01
242,94,7,2,199.67
243,94,94,1,220.08
244,94,62,2,37385.36
245,95,40,2,1161.56
246,95,10,1,247.17
247,95,68,2,9905.97
248,96,46,2,389.75
249,96,67,1,322.34
250,97,98,2,423.6
251,97,43,2,499.1
252,98,43,1,499.1
253,98,77,2,211.77
254,98,59,2,426.88
255,99,80,1,1636.88
256,99,74,1,133.17
257,99,88,1,34242.29
258,100,8,2,282.11
259,100,20,2,15928.18
260,100,51,1,1433.16
261,101,27,1,18872.32
262,101,80,1,1636.88
263,101,51,2,1350.08
264,102,97,1,287.62
265,102,80,2,1636.88
266,103,8,1,265.76
267,103,71,1,391.61
268,104,41,2,258.68
269,105,76,2,256.55
270,106,85,2,363.16
271,106,52,1,211.07
272,106,53,2,882.53
273,107,28,2,389.38
274,107,69,1,2170.14
275,107,11,1,185.89
276,107,14,1,424.63
277,108,63,1,165.59
278,109,3,2,221.07
279,110,18,1,286.14
280,110,35,2,258.39
281,111,33,2,478.67
282,111,61,2,202.88
283,111,7,1,199.67
284,112,64,1,407.29
285,113,61,1,202.88
286,113,48,2,392.14
287,114,8,1,265.76
288,115,7,2,199.67
289,116,19,2,221.74
290,117,77,2,199.5
291,117,35,2,258.39
292,117,36,2,114.56
293,118,59,2,426.88
294,118,78,2,13582.26
295,118,26,1,236.97
296,118,97,2,305.32
297,119,52,2,211.07
298,120,74,1,141.37
299,120,100,2,878.34
300,120,51,2,1433.16
301,121,5,2,186.26
302,121,59,1,426.88
303,121,21,1,1135.71
304,121,97,1,305.32
305,122,82,1,153.31
306,122,83,1,9045.01
307,123,59,2,402.13
308,123,88,2,34242.29
309,124,98,2,383.7
310,124,49,1,427.15
311,124,33,1,462.17
312,125,37,2,1025.36
313,125,94,1,225.16
314,126,42,1,22147.82
315,127,85,2,349.19
316,127,45,1,62.74
317,128,36,2,117.2
318,128,52,1,215.94
319,128,1,1,478.92
320,129,30,1,333.69
321,130,48,2,378.62
322,131,84,2,368.61
323,131,81,2,486.93
324,131,36,2,110.15
325,131,71,2,376.55
326,132,52,2,215.94
327,132,6,2,179.84
328,132,40,2,1119.47
329,132,8,2,271.89
330,133,74,1,128.05
331,133,46,2,353.04
332,134,56,2,272.01
333,134,59,1,411.41
334,135,64,2,368.92
335,135,73,2,29552.71
336,135,30,2,333.69
337,135,27,2,18221.55
338,136,81,2,514.76
339,136,4,2,382.12
340,136,80,1,1674.66
341,136,83,2,9232.15
342,137,64,2,368.92
343,137,34,2,647.1
344,137,22,2,335.82
345,137,46,2,353.04
346,138,23,1,14618.6
347,138,89,1,222.16
348,139,100,1,795.6
349,140,31,2,239.16
350,140,9,1,601.52
351,141,77,2,227.12
352,141,44,2,1171.93
353,141,31,2,252.83
354,141,43,2,481.02
355,142,30,1,333.69
356,142,66,1,330.95
357,143,14,2,384.62
358,143,54,1,7849.96
359,143,24,1,72.16
360,144,24,1,72.16
361,144,99,1,1171.26
362,144,95,2,23440.69
363,145,8,1,271.89
364,145,97,1,294.26
365,145,73,1,31444.09
366,146,82,1,156.85
367,147,96,1,345.75
368,147,73,1,31444.09
369,147,68,2,9547.06
370,147,1,1,478.92
371,148,92,2,27057.02
372,149,5,1,168.71
373,149,87,2,33478.23
374,149,77,1,214.84
375,150,97,2,276.56
376,151,81,1,486.93
377,151,13,2,273.99
378,152,11,1,168.38
379,152,9,1,601.52
380,152,16,2,370.6
381,152,20,1,16159.02
382,153,40,1,1119.47
383,153,88,2,35032.49
384,153,62,2,38248.1
385,154,30,2,333.69
386,154,68,1,8972.8
387,154,38,2,223.95
388,154,25,1,12510.42
389,155,43,2,481.02
390,155,26,1,228.39
391,156,10,1,223.89
392,157,4,1,425.22
393,158,10,2,247.17
394,158,78,2,13582.26
395,158,11,1,185.89
396,159,50,2,249.33
397,159,26,1,223.24
398,160,81,1,532.15
399,160,77,2,234.79
400,161,77,2,234.79
401,162,43,2,470.17
402,163,47,1,612.04
403,163,17,1,17200.61
404,163,33,2,505.08
405,163,39,1,40491.42
406,164,59,1,402.13
407,164,51,2,1350.08
408,164,88,1,34242.29
409,165,91,1,296.53
410,165,33,2,478.67
411,165,11,1,175.11
412,165,62,1,37385.36
413,166,13,1,299.44
414,167,44,2,1145.5
415,168,31,1,261.37
416,168,19,2,235.39
417,168,64,1,407.29
418,169,100,1,878.34
419,170,65,1,17911.92
420,170,6,1,175.79
421,171,37,2,1063.91
422,172,8,2,265.76
423,172,91,2,296.53
424,172,76,1,256.55
425,173,92,1,28139.31
426,173,12,1,336.7
427,173,50,2,249.33
428,173,14,2,400.01
429,174,3,1,221.07
430,175,2,1,226.66
431,176,58,1,18340.69
432,176,91,2,296.53
433,176,21,2,1069.87
434,177,90,2,746.72
435,177,46,2,367.16
436,177,15,1,175.67
437,177,86,1,35123.61
438,178,90,2,792.67
439,179,97,1,305.32
440,179,28,1,389.38
441,179,98,1,423.6
442,179,47,1,612.04
443,180,21,2,1069.87
444,181,36,1,114.56
445,182,77,1,222.52
446,182,32,1,211.5
447,182,65,1,17911.92
448,182,36,1,114.56
449,183,99,1,1358.66
450,183,17,2,16203.47
451,184,73,1,32626.19
452,184,76,2,270.7
453,184,66,1,365.37
454,184,75,2,466.7
455,185,42,1,24451.2
456,185,97,1,305.32
457,185,40,2,1161.56
458,185,79,2,272.88
459,186,95,2,25617.33
460,187,12,2,336.7
461,187,17,2,16203.47
462,187,28,1,369.02
463,187,85,2,363.16
464,188,89,2,257.71
465,189,59,2,402.13
466,189,71,2,391.61
467,189,67,2,303.65
468,190,72,2,433.52
469,190,45,1,62.74
470,190,51,2,1298.15
471,190,27,2,18221.55
472,191,3,1,226.17
473,191,29,1,1094.52
474,191,98,2,408.26
475,192,54,2,7849.96
476,192,16,2,370.6
477,192,41,1,234.31
478,193,63,2,159.59
479,193,39,2,39024.34
480,193,5,1,179.51
481,193,25,2,13311.09
482,194,24,2,72.16
483,194,49,2,478.41
484,194,57,1,719.01
485,195,96,2,324.95
486,195,72,2,433.52
487,196,33,2,462.17
488,196,47,1,554.39
489,196,90,1,804.16
490,196,39,2,36677.01
491,197,87,1,33478.23
492,197,3,2,212.56
493,197,86,2,33772.7
494,198,21,1,1028.72
495,198,34,2,647.1
496,199,12,2,323.75
497,199,4,2,402.23
498,200,18,2,325.76
499,200,45,2,66.75
500,200,95,1,24780.16
501,201,29,1,1028.69
502,201,87,2,33478.23
503,202,11,2,168.38
504,202,30,2,333.69
505,203,45,1,62.74
506,203,36,2,110.15
507,204,25,1,13311.09
508,205,3,1,212.56
509,205,95,1,23440.69
510,205,25,1,12510.42
511,205,84,1,368.61
512,206,11,2,179.15
513,206,91,1,303.37
514,206,93,2,354.56
515,207,61,2,207.56
516,207,99,2,1386.77
517,207,5,1,179.51
518,207,77,1,227.12
519,208,72,1,433.52
520,208,86,2,33772.7
521,208,94,1,237.01
522,208,11,2,168.38
523,209,78,2,13090.15
524,209,96,1,345.75
525,210,61,2,195.07
526,211,81,2,486.93
527,211,92,1,27057.02
528,211,65,2,17294.27
529,211,83,1,8733.12
530,212,64,1,368.92
531,212,56,1,255.65
532,213,21,2,1028.72
533,213,94,2,237.01
534,213,93,1,333.24
535,214,2,2,231.89
536,214,16,1,394.32
537,215,35,1,249.48
538,215,95,1,23440.69
539,216,49,1,505.75
540,216,66,2,352.13
541,216,39,2,39024.34
542,216,24,1,76.28
543,217,19,2,226.86
544,217,88,1,35032.49
545,218,82,1,156.85
546,219,61,1,207.56
547,219,65,2,18282.51
548,219,96,1,345.75
549,220,98,1,383.7
550,220,84,2,368.61
551,220,66,2,330.95
552,221,21,2,1028.72
553,221,95,2,23440.69
554,222,30,2,355.04
555,222,89,1,263.04
556,222,22,2,355.01
557,222,59,1,411.41
558,223,90,1,850.11
559,224,76,2,256.55
560,224,49,2,495.49
561,224,12,1,336.7
562,224,20,2,16736.13
563,225,89,1,257.71
564,225,91,2,296.53
565,225,95,1,24277.86
566,225,81,1,504.32
567,226,70,2,276.51
568,226,14,2,400.01
569,227,29,2,1069.84
570,227,78,2,12794.89
571,228,95,1,24277.86
572,229,99,1,1433.63
573,229,31,1,261.37
574,230,9,1,623.01
575,230,49,1,495.49
576,230,53,2,882.53
577,230,74,2,148.54
578,231,13,1,283.78
579,231,44,1,1145.5
580,232,25,2,13010.84
581,232,95,1,24277.86
582,232,37,2,1117.88
583,232,89,1,257.71
584,233,79,1,272.88
585,233,59,1,426.88
586,233,48,2,413.77
587,233,39,2,44892.66
588,234,55,1,228.88
589,234,89,2,257.71
590,234,56,2,265.88
591,235,82,1,162.74
592,235,97,1,305.32
593,236,18,1,336.77
594,237,21,2,1069.87
595,237,98,1,399.05
596,237,37,2,1117.88
597,238,26,1,223.24
598,238,73,2,30734.82
599,238,72,2,449.01
600,239,52,1,224.06
601,240,61,1,202.88
602,241,43,2,470.17
603,241,65,1,16058.97
604,242,5,1,175.46
605,243,23,2,15203.34
606,243,14,2,400.01
607,244,50,1,223.53
608,244,94,2,245.47
609,244,53,1,882.53
610,244,24,1,74.73
611,245,21,1,1069.87
612,246,71,1,391.61
613,246,49,1,495.49
614,246,10,2,232.84
615,246,95,1,21766.35
616,247,56,1,265.88
617,247,32,2,211.5
618,247,97,1,287.62
619,247,64,1,383.68
620,248,51,2,1350.08
621,248,58,1,18340.69
622,248,32,1,211.5
623,248,97,1,287.62
624,249,95,1,21766.35
625,249,6,2,175.79
626,249,77,2,222.52
627,250,67,2,303.65
628,250,12,2,336.7
629,250,90,1,832.88
630,251,18,1,336.77
631,252,62,2,39686.0
632,252,53,2,936.84
633,253,39,1,42545.33
634,254,85,2,405.06
635,254,7,1,199.67
636,254,87,2,34673.88
637,255,56,1,265.88
638,256,36,2,114.56
639,257,2,2,226.66
640,258,6,2,186.6
641,258,69,2,1957.38
642,258,41,1,258.68
643,258,30,1,368.39
644,259,37,2,1117.88
645,259,89,1,257.71
646,259,84,1,381.77
647,259,8,1,265.76
648,260,77,2,222.52
649,260,21,1,1069.87
650,261,82,1,162.74
651,261,42,1,24451.2
652,262,46,1,367.16
653,263,30,2,347.04
654,263,26,1,223.24
655,264,21,1,1135.71
656,264,62,1,39686.0
657,265,84,2,402.83
658,265,42,2,24451.2
659,266,54,2,8666.36
660,266,50,2,237.29
661,266,74,2,156.73
662,267,22,2,347.81
663,267,32,1,211.5
664,267,44,2,1145.5
665,267,38,1,232.91
666,268,78,1,12794.89
667,269,41,1,258.68
668,269,44,2,1215.99
669,270,78,1,12302.77
670,270,88,1,32925.28
671,271,7,2,191.99
672,271,31,1,239.16
673,271,65,2,15441.31
674,272,75,1,449.79
675,272,10,1,238.22
676,272,13,1,289.65
677,272,6,2,179.84
678,273,45,1,66.75
679,273,76,2,261.86
680,274,6,1,169.03
681,275,68,2,8972.8
682,275,49,2,478.41
683,276,79,1,249.69
684,276,58,2,17635.27
685,277,69,2,1772.99
686,278,68,2,9547.06
687,279,32,2,203.36
688,279,74,2,143.42
689,279,73,2,29552.71
690,280,76,1,261.86
691,280,67,2,310.66
692,280,92,1,28788.67
693,280,15,1,179.72
694,281,69,1,1772.99
695,281,96,1,324.95
696,281,27,1,18221.55
697,281,32,2,203.36
698,282,95,2,20929.19
699,283,83,2,8733.12
700,283,49,2,478.41
701,284,6,1,169.03
702,284,87,2,33478.23
703,284,29,1,1028.69
704,284,63,2,167.99
705,285,88,1,32925.28
706,285,91,1,285.12
707,286,5,2,168.71
708,286,79,2,249.69
709,286,93,1,333.24
710,286,2,2,217.94
711,287,93,1,354.56
712,287,17,2,16577.4
713,287,40,1,1119.47
714,287,60,1,195.83
715,288,93,2,333.24
716,289,18,1,325.76
717,289,85,1,413.44
718,289,8,1,271.89
719,290,58,1,17635.27
720,290,94,2,237.01
721,290,30,2,333.69
722,290,60,2,185.25
723,291,87,1,35391.27
724,292,4,2,402.23
725,292,79,1,249.69
726,292,18,2,308.15
727,292,35,2,249.48
728,293,64,1,368.92
729,294,80,2,1573.93
730,294,57,1,719.01
731,294,59,1,386.66
732,295,33,1,488.58
733,295,75,2,449.79
734,295,54,2,8352.36
735,296,67,1,322.34
736,296,62,1,39686.0
737,297,80,1,1636.88
738,298,94,2,245.47
739,298,75,1,439.65
740,298,65,2,16058.97
741,298,61,1,202.88
742,299,82,1,153.31
743,299,63,2,173.99
744,300,32,1,224.51
745,300,99,2,1433.63
746,300,82,2,162.74
747,300,96,2,358.74
748,301,39,2,42545.33
749,302,34,1,750.64
750,302,30,2,347.04
751,303,59,2,426.88
752,303,29,2,1135.67
753,303,73,2,32626.19
754,303,20,2,17659.5
755,304,98,1,399.05
756,305,58,2,19469.34
757,305,73,2,32626.19
758,306,5,2,175.46
759,307,52,2,211.07
760,307,20,2,16736.13
761,308,78,1,13582.26
762,308,75,2,466.7
763,308,90,1,878.83
764,309,53,2,882.53
765,309,9,1,623.01
766,309,40,2,1094.22
767,310,30,2,347.04
768,311,53,2,936.84
769,311,9,1,657.38
770,312,95,1,23105.82
771,312,96,1,358.74
772,313,60,2,191.86
773,313,88,1,34242.29
774,313,9,1,623.01
775,313,90,1,832.88
776,314,9,1,623.01
777,315,34,1,750.64
778,316,80,1,1737.61
779,317,93,2,346.57
780,317,7,1,199.67
781,318,75,2,439.65
782,318,72,1,449.01
783,319,67,1,322.34
784,319,2,1,240.6
785,319,6,2,186.6
786,320,29,1,1069.84
787,320,15,1,175.67
788,321,46,1,389.75
789,321,52,2,224.06
790,321,95,2,23105.82
791,321,6,2,206.89
792,322,80,1,1737.61
793,323,42,2,23033.74
794,323,41,1,243.69
795,323,9,1,623.01
796,323,27,1,18872.32
797,324,21,1,1069.87
798,324,59,2,402.13
799,324,27,1,18872.32
800,325,20,1,17659.5
801,326,3,2,221.07
802,327,58,2,18340.69
803,327,54,2,8163.96
804,328,64,2,383.68
805,328,20,1,16736.13
806,328,43,1,470.17
807,328,34,2,750.64
808,329,98,1,399.05
809,329,23,2,15203.34
810,329,58,1,18340.69
811,329,52,2,211.07
812,330,44,1,1145.5
813,330,86,2,35123.61
814,330,19,2,221.74
815,331,73,1,30734.82
816,331,97,1,287.62
817,331,74,2,148.54
818,331,91,2,296.53
819,332,24,1,72.16
820,333,56,2,255.65
821,333,10,2,223.89
822,333,5,2,168.71
823,334,36,2,110.15
824,334,65,2,15441.31
825,335,82,2,156.85
826,335,43,2,481.02
827,336,7,2,204.27
828,337,62,2,35947.46
829,337,67,1,291.98
830,338,17,1,15580.26
831,338,79,2,249.69
832,338,86,1,33772.7
833,339,90,2,804.16
834,339,89,1,248.82
835,339,69,2,1772.99
836,339,64,2,368.92
837,340,19,2,213.21
838,340,38,1,223.95
839,340,80,1,1573.93
840,341,52,1,202.95
841,341,17,2,15580.26
842,342,90,1,850.11
843,342,86,2,35934.15
844,342,25,2,13311.09
845,342,5,1,179.51
846,343,92,1,27057.02
847,343,54,2,7849.96
848,344,30,1,333.69
849,345,23,2,15554.19
850,345,35,1,263.74
851,345,34,2,766.17
852,346,52,1,202.95
853,346,24,2,72.16
854,347,8,2,255.54
855,347,76,1,247.7
856,348,1,1,450.11
857,349,9,2,601.52
858,349,26,1,214.65
859,349,54,1,7849.96
860,350,79,2,263.96
861,350,59,1,411.41
862,350,76,1,261.86
863,351,98,1,408.26
864,351,4,2,425.22
865,352,19,2,226.86
866,353,86,1,33772.7
867,353,32,2,203.36
868,353,7,1,191.99
869,353,25,1,12510.42
870,354,8,1,255.54
871,354,10,2,223.89
872,354,25,2,12510.42
873,355,25,2,13311.09
874,355,93,2,354.56
875,355,52,2,215.94
876,356,43,1,481.02
877,357,68,2,8972.8
878,358,53,1,848.59
879,359,6,1,200.13
880,360,58,2,17635.27
881,361,47,1,554.39
882,362,43,1,452.09
883,362,10,2,223.89
884,362,56,2,255.65
885,363,7,2,191.99
886,363,8,2,255.54
887,363,74,1,143.42
888,363,42,2,22147.82
889,364,54,2,8163.96
890,364,26,1,223.24
891,364,65,2,16058.97
892,365,12,2,357.42
893,366,39,2,44892.66
894,366,99,1,1433.63
895,366,46,1,389.75
896,367,47,2,576.56
897,367,91,1,296.53
898,367,21,2,1069.87
899,367,68,2,9331.71
900,368,88,2,34242.29
901,368,34,2,750.64
902,368,8,2,265.76
903,368,19,1,221.74
904,369,44,1,1145.5
905,370,16,1,409.14
906,371,70,1,247.91
907,371,100,2,827.42
908,372,40,1,1161.56
909,373,32,1,211.5
910,373,73,1,30734.82
911,374,69,2,1957.38
912,375,98,2,399.05
913,375,42,1,23033.74
914,375,15,1,175.67
915,376,59,1,402.13
916,377,86,1,35123.61
917,377,78,2,12794.89
918,377,90,1,832.88
919,377,16,1,385.42
920,378,92,2,28139.31
921,378,67,1,303.65
922,379,55,1,228.88
923,379,75,1,439.65
924,380,73,1,32626.19
925,381,100,2,827.42
926,382,95,2,21766.35
927,382,30,1,387.08
928,383,78,1,12794.89
929,383,64,2,383.68
930,384,3,1,221.07
931,384,40,2,1094.22
932,384,51,2,1350.08
933,385,49,1,495.49
934,385,97,1,287.62
935,385,67,1,303.65
936,385,40,1,1094.22
937,386,78,2,13582.26
938,387,34,2,750.64
939,387,40,2,1094.22
940,388,17,1,16203.47
941,388,19,2,221.74
942,389,100,1,827.42
943,389,63,2,173.99
944,389,15,1,175.67
945,390,2,2,240.6
946,390,95,2,23105.82
947,391,55,2,242.96
948,391,59,1,426.88
949,391,40,2,1161.56
950,391,43,2,499.1
951,392,98,2,399.05
952,392,8,2,265.76
953,393,69,2,1843.91
954,393,12,2,336.7
955,393,58,2,20456.92
956,393,42,2,23033.74
957,394,96,1,358.74
958,394,21,2,1135.71
959,394,11,1,185.89
960,394,91,1,314.78
961,395,5,2,175.46
962,396,26,1,236.97
963,396,43,1,499.1
964,396,85,1,427.41
965,396,52,2,224.06
966,397,59,2,426.88
967,397,17,1,17200.61
968,398,42,2,24451.2
969,398,29,1,1135.67
970,398,58,1,21585.58
971,398,59,1,426.88
972,399,11,2,185.89
973,400,12,2,336.7
974,400,85,2,405.06
975,400,64,1,383.68
976,400,96,1,337.95
977,401,82,1,162.74
978,401,86,1,37285.06
979,401,37,2,1179.55
980,401,65,1,17047.21
981,402,27,2,18872.32
982,403,8,1,265.76
983,403,51,1,1350.08
984,404,38,2,232.91
985,404,30,2,387.08
986,404,90,1,832.88
987,404,93,2,346.57
988,405,52,2,224.06
989,406,47,2,576.56
990,406,54,2,8163.96
991,406,99,2,1358.66
992,406,38,2,232.91
993,407,32,1,224.51
994,407,69,2,1957.38
995,407,27,1,19913.55
996,408,8,1,255.54
997,409,25,1,13311.09
998,409,79,2,263.96
999,410,15,1,179.72
1000,411,57,2,719.01
1001,411,85,1,391.09
1002,411,16,1,370.6
1003,412,30,2,355.04
1004,412,96,2,345.75
1005,412,92,1,28788.67
1006,412,68,1,9547.06
1007,413,58,2,19751.51
1008,413,90,2,804.16
1009,413,42,2,22147.82
1010,413,8,2,255.54
1011,414,53,2,902.9
1012,414,1,1,478.92
1013,415,17,1,15580.26
1014,415,97,1,276.56
1015,416,16,1,370.6
1016,416,92,1,27057.02
1017,416,72,2,387.08
1018,417,78,1,12302.77
1019,417,44,2,1101.44
1020,417,25,2,12510.42
1021,418,67,2,291.98
1022,419,1,2,450.11
1023,419,15,1,168.91
1024,419,9,1,537.08
1025,419,94,1,237.01
1026,420,80,1,1674.66
1027,420,92,2,28788.67
1028,420,69,2,1886.46
1029,420,40,1,1119.47
1030,421,1,2,450.11
1031,421,16,2,370.6
1032,422,99,1,1311.81
1033,423,25,1,12510.42
1034,423,78,1,12302.77
1035,423,75,2,422.74
1036,423,15,1,168.91
1037,424,95,1,20929.19
1038,424,93,1,333.24
1039,424,41,1,234.31
1040,424,62,1,35947.46
1041,425,29,1,1028.69
1042,425,38,1,223.95
1043,426,66,2,352.13
1044,426,1,1,478.92
1045,427,49,1,454.49
1046,427,91,2,303.37
1047,427,12,2,344.47
1048,428,57,2,719.01
1049,428,25,1,12510.42
1050,429,17,2,15580.26
1051,429,25,1,12510.42
1052,430,98,2,383.7
1053,431,40,2,1119.47
1054,431,98,2,408.26
1055,432,8,1,255.54
1056,432,91,1,285.12
1057,432,63,2,149.99
1058,433,29,1,1094.52
1059,434,6,2,189.31
1060,434,1,1,450.11
1061,434,44,1,1101.44
1062,435,25,1,12510.42
1063,435,3,2,212.56
1064,435,80,1,1573.93
1065,436,75,1,422.74
1066,437,86,1,35934.15
1067,437,11,1,179.15
1068,437,16,2,394.32
1069,437,64,1,392.54
1070,438,98,1,408.26
1071,438,88,1,35032.49
1072,439,94,1,250.55
1073,439,45,1,66.75
1074,440,5,1,168.71
1075,440,69,1,1772.99
1076,440,70,1,238.38
1077,440,21,2,1028.72
1078,441,52,1,202.95
1079,441,29,2,1028.69
1080,441,15,1,168.91
1081,442,56,1,255.65
1082,442,41,1,234.31
1083,443,50,2,214.94
1084,443,69,2,1772.99
1085,444,55,1,228.88
1086,444,45,1,65.25
1087,445,57,2,747.77
1088,445,46,2,367.16
1089,446,61,1,215.36
1090,446,3,1,234.67
1091,446,26,2,236.97
1092,447,59,2,402.13
1093,448,95,2,23105.82
1094,448,66,2,365.37
1095,448,38,1,247.24
1096,449,38,1,232.91
1097,449,66,2,344.19
1098,449,37,1,1117.88
1099,449,69,1,1843.91
1100,450,43,2,470.17
1101,451,96,2,337.95
1102,451,69,2,1843.91
1103,452,52,2,211.07
1104,453,71,2,415.71
1105,454,98,1,399.05
1106,454,14,2,400.01
1107,454,23,2,15203.34
1108,455,36,1,114.56
1109,455,21,1,1069.87
1110,455,68,2,9331.71
1111,456,61,1,202.88
1112,456,55,2,228.88
1113,456,2,2,226.66
1114,457,36,2,121.61
1115,458,44,2,1215.99
1116,459,55,1,242.96
1117,459,46,2,389.75
1118,459,66,1,365.37
1119,460,72,2,402.56
1120,460,15,2,175.67
1121,460,93,1,346.57
1122,461,42,1,23033.74
1123,461,57,2,747.77
