sale_date,product_id,product_name,category,quantity_sold,price_per_item,base_cost_per_item,total_amount,payment_method,customer_name,sale_channel
2022-07-27T21:21:34.171307,9,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Si",Computers & Accessories,1,571.45,429.66,571.45,Cash,Walk-in Guest 14,POS (Offline)
2022-07-27T21:57:51.171307,21,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And I",Computers & Accessories,1,1094.56,822.98,1094.56,UPI,Counter Customer,POS (Offline)
2022-07-27T21:57:51.171307,80,Firestick Remote,Electronics,2,1674.66,1259.14,3349.32,UPI,Counter Customer,POS (Offline)
2022-07-27T21:57:51.171307,7,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Tran",Computers & Accessories,2,204.27,153.59,408.54,UPI,Counter Customer,POS (Offline)
2022-07-28T10:50:23.171307,74,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfe",Computers & Accessories,1,128.05,102.44,128.05,Cash,Counter Customer,POS (Offline)
2022-07-28T10:50:23.171307,20,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,1,14427.7,11542.16,14427.7,Cash,Counter Customer,POS (Offline)
2022-07-28T10:50:23.171307,14,Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quic,Computers & Accessories,2,384.62,307.7,769.24,Cash,Counter Customer,POS (Offline)
2022-07-28T10:50:23.171307,6,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, St",Computers & Accessories,2,189.31,135.22,378.62,Cash,Counter Customer,POS (Offline)
2022-07-28T15:18:15.171307,46,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C U",Computers & Accessories,2,353.04,282.43,706.08,Cash,Counter Customer,POS (Offline)
2022-07-28T15:18:15.171307,36,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong",Computers & Accessories,2,110.15,88.12,220.3,Cash,Counter Customer,POS (Offline)
2022-07-28T15:18:15.171307,24,Flix Micro Usb Cable For Smartphone (Black),Computers & Accessories,2,64.42,51.54,128.84,Cash,Counter Customer,POS (Offline)
2022-07-28T15:18:15.171307,83,SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),Electronics,2,7797.42,6237.94,15594.84,Cash,Counter Customer,POS (Offline)
2022-07-28T20:40:51.171307,77,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wirel",Computers & Accessories,1,204.1,153.46,204.1,UPI/Card (Online),Online Customer 882,Online E-commerce
2022-07-28T20:40:51.171307,94,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,Computers & Accessories,1,225.16,169.29,225.16,UPI/Card (Online),Online Customer 882,Online E-commerce
2022-07-28T20:40:51.171307,51,TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High G,Computers & Accessories,1,1381.23,1038.52,1381.23,UPI/Card (Online),Online Customer 882,Online E-commerce
2022-07-28T21:34:23.171307,54,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),Electronics,1,8352.36,6279.97,8352.36,UPI,Counter Customer,POS (Offline)
2022-07-28T21:34:23.171307,94,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,Computers & Accessories,1,225.16,169.29,225.16,UPI,Counter Customer,POS (Offline)
2022-07-28T21:34:23.171307,69,"Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma ",Electronics,1,2099.22,1418.39,2099.22,UPI,Counter Customer,POS (Offline)
2022-07-28T21:34:23.171307,64,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,Computers & Accessories,2,392.54,295.14,785.08,UPI,Counter Customer,POS (Offline)
2022-07-28T21:47:03.171307,84,"boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5m, Carbon Black)",Computers & Accessories,2,389.67,263.29,779.34,Cash,Walk-in Guest 51,POS (Offline)
2022-07-28T21:47:03.171307,100,Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone,Computers & Accessories,2,846.52,636.48,1693.04,Cash,Walk-in Guest 51,POS (Offline)
2022-07-28T21:47:03.171307,8,MI Usb Type-C Cable Smartphone (Black),Computers & Accessories,1,271.89,204.43,271.89,Cash,Walk-in Guest 51,POS (Offline)
2022-07-28T21:47:03.171307,39,OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black),Electronics,2,39024.34,29341.61,78048.68,Cash,Walk-in Guest 51,POS (Offline)
2022-07-29T09:48:11.171307,51,TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High G,Computers & Accessories,2,1350.08,1038.52,2700.16,Card,Counter Customer,POS (Offline)
2022-07-29T09:48:11.171307,41,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Met",Computers & Accessories,1,243.69,187.45,243.69,Card,Counter Customer,POS (Offline)
2022-07-29T10:07:37.171307,71,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braid",Computers & Accessories,2,391.61,301.24,783.22,UPI,Counter Customer,POS (Offline)
2022-07-29T10:31:36.171307,16,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers & Accessories,2,385.42,296.48,770.84,Cash,Walk-in Guest 54,POS (Offline)
2022-07-29T11:25:12.171307,78,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),Electronics,2,12794.89,9842.22,25589.78,UPI,Counter Customer,POS (Offline)
2022-07-29T11:25:12.171307,13,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,2,283.78,195.71,567.56,UPI,Counter Customer,POS (Offline)
2022-07-29T11:25:12.171307,70,Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters),Computers & Accessories,2,276.51,190.7,553.02,UPI,Counter Customer,POS (Offline)
2022-07-29T11:25:12.171307,41,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Met",Computers & Accessories,1,243.69,187.45,243.69,UPI,Counter Customer,POS (Offline)
2022-07-29T11:39:56.171307,96,"ZEBRONICS ZEB-USB150WF1 WiFi USB Mini Adapter Supports 150 Mbps Wireless Data, Comes with Advan",Computers & Accessories,2,337.95,259.96,675.9,Cash,Counter Customer,POS (Offline)
2022-07-29T11:39:56.171307,28,Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Spee,Computers & Accessories,2,330.85,254.5,661.7,Cash,Counter Customer,POS (Offline)
2022-07-29T11:39:56.171307,84,"boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5m, Carbon Black)",Computers & Accessories,1,381.77,263.29,381.77,Cash,Counter Customer,POS (Offline)
2022-07-29T12:04:31.171307,9,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Si",Computers & Accessories,2,558.56,429.66,1117.12,UPI/Card (Online),Online Customer 844,Online E-commerce
2022-07-29T12:36:35.171307,92,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),Electronics,1,28139.31,21645.62,28139.31,UPI,Counter Customer,POS (Offline)
2022-07-29T13:02:02.171307,12,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers & Accessories,2,336.7,259.0,673.4,UPI/Card (Online),Online Customer 125,Online E-commerce
2022-07-29T13:02:02.171307,50,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer Wit",Computers & Accessories,2,223.53,171.95,447.06,UPI/Card (Online),Online Customer 125,Online E-commerce
2022-07-29T13:02:02.171307,47,D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),Computers & Accessories,1,576.56,443.51,576.56,UPI/Card (Online),Online Customer 125,Online E-commerce
2022-07-29T13:02:02.171307,86,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black),Electronics,2,35123.61,27018.16,70247.22,UPI/Card (Online),Online Customer 125,Online E-commerce
2022-07-29T15:52:19.171307,100,Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone,Computers & Accessories,2,827.42,636.48,1654.84,Cash,Counter Customer,POS (Offline)
2022-07-29T15:52:19.171307,32,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 4",Computers & Accessories,2,211.5,162.69,423.0,Cash,Counter Customer,POS (Offline)
2022-07-29T15:52:19.171307,92,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),Electronics,2,28139.31,21645.62,56278.62,Cash,Counter Customer,POS (Offline)
2022-07-29T15:52:19.171307,30,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers & Accessories,1,347.04,266.95,347.04,Cash,Counter Customer,POS (Offline)
2022-07-29T16:07:35.171307,33,Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable,Computers & Accessories,2,429.16,330.12,858.32,UPI,Counter Customer,POS (Offline)
2022-07-29T18:41:41.171307,63,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Computers & Accessories,2,165.59,119.99,331.18,Cash,Walk-in Guest 88,POS (Offline)
2022-07-29T18:41:41.171307,20,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,2,15928.18,11542.16,31856.36,Cash,Walk-in Guest 88,POS (Offline)
2022-07-29T18:55:00.171307,97,"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv",Electronics,1,305.32,221.25,305.32,UPI,Walk-in Guest 77,POS (Offline)
2022-07-29T18:55:00.171307,22,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Electronics,1,331.02,239.87,331.02,UPI,Walk-in Guest 77,POS (Offline)
2022-07-29T18:55:00.171307,16,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers & Accessories,1,453.61,296.48,453.61,UPI,Walk-in Guest 77,POS (Offline)
2022-07-29T19:16:17.171307,14,Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quic,Computers & Accessories,1,424.63,307.7,424.63,UPI/Card (Online),Online Customer 804,Online E-commerce
2022-07-29T19:33:41.171307,65,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),Electronics,2,18900.17,12353.05,37800.34,UPI,Walk-in Guest 41,POS (Offline)
2022-07-29T20:01:46.171307,50,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer Wit",Computers & Accessories,2,237.29,171.95,474.58,Cash,Counter Customer,POS (Offline)
2022-07-29T20:01:46.171307,96,"ZEBRONICS ZEB-USB150WF1 WiFi USB Mini Adapter Supports 150 Mbps Wireless Data, Comes with Advan",Computers & Accessories,1,397.74,259.96,397.74,Cash,Counter Customer,POS (Offline)
2022-07-29T20:01:46.171307,35,"pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in ",Computers & Accessories,2,245.92,178.2,491.84,Cash,Counter Customer,POS (Offline)
2022-07-29T20:01:46.171307,2,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, ",Computers & Accessories,2,240.6,174.35,481.2,Cash,Counter Customer,POS (Offline)
2022-07-29T20:39:51.171307,70,Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters),Computers & Accessories,2,291.77,190.7,583.54,UPI,Walk-in Guest 21,POS (Offline)
2022-07-29T20:39:51.171307,58,OnePlus 80 cm (32 inches) Y Series HD Ready Smart Android LED TV 32 Y1S (Black),Electronics,2,19469.34,14108.22,38938.68,UPI,Walk-in Guest 21,POS (Offline)
2022-07-29T20:39:51.171307,55,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports Q",Computers & Accessories,1,242.96,176.06,242.96,UPI,Walk-in Guest 21,POS (Offline)
2022-07-30T09:17:26.171307,83,SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),Electronics,2,8109.32,6237.94,16218.64,Cash,Counter Customer,POS (Offline)
2022-07-30T09:17:26.171307,94,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,Computers & Accessories,2,220.08,169.29,440.16,Cash,Counter Customer,POS (Offline)
2022-07-30T09:26:57.171307,28,Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Spee,Computers & Accessories,2,369.02,254.5,738.04,UPI,Counter Customer,POS (Offline)
2022-07-30T09:52:29.171307,19,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmi",Computers & Accessories,1,221.74,170.57,221.74,UPI/Card (Online),Online Customer 637,Online E-commerce
2022-07-30T10:37:15.171307,12,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers & Accessories,1,336.7,259.0,336.7,Cash,Walk-in Guest 59,POS (Offline)
2022-07-30T10:37:15.171307,79,SWAPKART Fast Charging Cable and Data Sync USB Cable Compatible for iPhone 6/6S/7/7+/8/8+/10/11,Computers & Accessories,2,231.85,178.35,463.7,Cash,Walk-in Guest 59,POS (Offline)
2022-07-30T10:37:15.171307,59,"Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 ",Computers & Accessories,1,402.13,309.33,402.13,Cash,Walk-in Guest 59,POS (Offline)
2022-07-30T10:37:15.171307,78,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),Electronics,1,12794.89,9842.22,12794.89,Cash,Walk-in Guest 59,POS (Offline)
2022-07-30T12:24:11.171307,54,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),Electronics,1,8163.96,6279.97,8163.96,Cash,Counter Customer,POS (Offline)
2022-07-30T12:24:11.171307,94,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,Computers & Accessories,2,220.08,169.29,440.16,Cash,Counter Customer,POS (Offline)
2022-07-30T12:24:11.171307,90,"Wayona Nylon Braided (2 Pack) Lightning Fast Usb Data Cable Fast Charger Cord For Iphone, Ipad ",Computers & Accessories,2,746.72,574.4,1493.44,Cash,Counter Customer,POS (Offline)
2022-07-30T12:24:11.171307,19,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmi",Computers & Accessories,1,221.74,170.57,221.74,Cash,Counter Customer,POS (Offline)
2022-07-30T12:34:41.171307,97,"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv",Electronics,1,287.62,221.25,287.62,Cash,Counter Customer,POS (Offline)
2022-07-30T12:34:41.171307,65,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),Electronics,1,17911.92,12353.05,17911.92,Cash,Counter Customer,POS (Offline)
2022-07-30T12:35:34.171307,21,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And I",Computers & Accessories,1,1069.87,822.98,1069.87,UPI,Counter Customer,POS (Offline)
2022-07-30T12:35:34.171307,79,SWAPKART Fast Charging Cable and Data Sync USB Cable Compatible for iPhone 6/6S/7/7+/8/8+/10/11,Computers & Accessories,1,231.85,178.35,231.85,UPI,Counter Customer,POS (Offline)
2022-07-30T12:35:34.171307,37,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Ip",Computers & Accessories,2,1002.24,770.95,2004.48,UPI,Counter Customer,POS (Offline)
2022-07-30T12:35:34.171307,93,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Sturdy Cable with 3A Fast Chargi",Computers & Accessories,2,346.57,266.59,693.14,UPI,Counter Customer,POS (Offline)
2022-07-30T14:58:35.171307,8,MI Usb Type-C Cable Smartphone (Black),Computers & Accessories,2,265.76,204.43,531.52,UPI/Card (Online),Online Customer 429,Online E-commerce
2022-07-30T14:58:35.171307,69,"Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma ",Electronics,1,2056.67,1418.39,2056.67,UPI/Card (Online),Online Customer 429,Online E-commerce
2022-07-30T14:58:35.171307,35,"pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in ",Computers & Accessories,1,231.66,178.2,231.66,UPI/Card (Online),Online Customer 429,Online E-commerce
2022-07-30T14:58:35.171307,73,Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43 | L43R7-7AIN (Black),Electronics,1,30734.82,23642.17,30734.82,UPI/Card (Online),Online Customer 429,Online E-commerce
2022-07-30T20:34:42.171307,56,Tata Sky Universal Remote,Electronics,2,282.24,204.52,564.48,UPI,Counter Customer,POS (Offline)
2022-07-30T20:34:42.171307,7,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Tran",Computers & Accessories,1,211.95,153.59,211.95,UPI,Counter Customer,POS (Offline)
2022-07-30T20:34:42.171307,44,TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapt,Computers & Accessories,1,1215.99,881.15,1215.99,UPI,Counter Customer,POS (Offline)
2022-07-30T20:34:42.171307,28,Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Spee,Computers & Accessories,2,389.38,254.5,778.76,UPI,Counter Customer,POS (Offline)
2022-07-30T20:36:55.171307,98,"Gilary Multi Charging Cable, 3 in 1 Nylon Braided Fast Charging Cable for iPhone Micro USB Type",Computers & Accessories,1,423.6,306.96,423.6,Cash,Counter Customer,POS (Offline)
2022-07-30T20:36:55.171307,76,"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Tec",Computers & Accessories,1,244.16,176.93,244.16,Cash,Counter Customer,POS (Offline)
2022-07-30T20:36:55.171307,43,"Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone, Ipa",Computers & Accessories,2,499.1,361.67,998.2,Cash,Counter Customer,POS (Offline)
2022-07-30T21:33:44.171307,63,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Computers & Accessories,2,165.59,119.99,331.18,Cash,Walk-in Guest 15,POS (Offline)
2022-07-30T21:33:44.171307,68,Acer 80 cm (32 inches) N Series HD Ready TV AR32NSV53HD (Black),Electronics,2,9905.97,7178.24,19811.94,Cash,Walk-in Guest 15,POS (Offline)
2022-07-30T21:33:44.171307,28,Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Spee,Computers & Accessories,1,389.38,254.5,389.38,Cash,Walk-in Guest 15,POS (Offline)
2022-07-30T21:33:44.171307,16,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers & Accessories,2,453.61,296.48,907.22,Cash,Walk-in Guest 15,POS (Offline)
2022-07-31T09:25:47.171307,69,"Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma ",Electronics,2,2056.67,1418.39,4113.34,UPI,Counter Customer,POS (Offline)
2022-07-31T09:25:47.171307,54,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),Electronics,1,8163.96,6279.97,8163.96,UPI,Counter Customer,POS (Offline)
2022-07-31T09:25:47.171307,94,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,Computers & Accessories,1,220.08,169.29,220.08,UPI,Counter Customer,POS (Offline)
2022-07-31T11:26:39.171307,22,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Electronics,2,311.83,239.87,623.66,UPI,Counter Customer,POS (Offline)
2022-07-31T11:26:39.171307,54,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),Electronics,1,8163.96,6279.97,8163.96,UPI,Counter Customer,POS (Offline)
2022-07-31T12:57:42.171307,73,Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43 | L43R7-7AIN (Black),Electronics,1,30734.82,23642.17,30734.82,UPI/Card (Online),Online Customer 213,Online E-commerce
2022-07-31T12:57:42.171307,70,Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters),Computers & Accessories,1,276.51,190.7,276.51,UPI/Card (Online),Online Customer 213,Online E-commerce
2022-07-31T12:57:42.171307,51,TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High G,Computers & Accessories,1,1350.08,1038.52,1350.08,UPI/Card (Online),Online Customer 213,Online E-commerce
2022-07-31T12:57:42.171307,5,Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPho,Computers & Accessories,2,175.46,134.97,350.92,UPI/Card (Online),Online Customer 213,Online E-commerce
2022-07-31T12:58:52.171307,98,"Gilary Multi Charging Cable, 3 in 1 Nylon Braided Fast Charging Cable for iPhone Micro USB Type",Computers & Accessories,1,399.05,306.96,399.05,Cash,Counter Customer,POS (Offline)
2022-07-31T12:58:52.171307,17,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Electronics,1,16203.47,12464.21,16203.47,Cash,Counter Customer,POS (Offline)
2022-07-31T13:11:34.171307,97,"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv",Electronics,1,287.62,221.25,287.62,Card,Counter Customer,POS (Offline)
2022-07-31T13:11:34.171307,70,Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters),Computers & Accessories,2,276.51,190.7,553.02,Card,Counter Customer,POS (Offline)
2022-07-31T13:11:34.171307,69,"Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma ",Electronics,1,2056.67,1418.39,2056.67,Card,Counter Customer,POS (Offline)
2022-07-31T17:03:03.171307,31,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black",Computers & Accessories,1,235.75,170.83,235.75,Card,Walk-in Guest 71,POS (Offline)
2022-07-31T17:03:03.171307,56,Tata Sky Universal Remote,Electronics,1,282.24,204.52,282.24,Card,Walk-in Guest 71,POS (Offline)
2022-07-31T17:16:08.171307,46,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C U",Computers & Accessories,2,389.75,282.43,779.5,UPI,Counter Customer,POS (Offline)
2022-07-31T17:50:37.171307,89,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Dat",Computers & Accessories,1,245.27,177.73,245.27,UPI,Counter Customer,POS (Offline)
2022-07-31T17:50:37.171307,40,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C ",Computers & Accessories,2,1161.56,841.71,2323.12,UPI,Counter Customer,POS (Offline)
2022-07-31T17:50:37.171307,5,Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPho,Computers & Accessories,2,186.26,134.97,372.52,UPI,Counter Customer,POS (Offline)
